season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,1,1,4,,405,CHINA,9048,CHN,4:15.494,Q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,1,2,2,,422,RUSSIA,9046,RUS,4:15.564,Q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,1,3,1,,421,POLAND,9041,POL,4:25.107,q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,1,4,3,,411,HUNGARY,9043,HUN,4:27.657,
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,2,1,3,,402,CANADA,9049,CAN,4:11.810,Q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,2,2,2,,420,NETHERLANDS,9040,NED,4:12.543,Q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,2,3,1,,414,JAPAN,9047,JPN,4:12.910,q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,2,4,4,,412,ITALY,9039,ITA,4:15.577,
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,3,2,4,,406,FRANCE,9042,FRA,4:24.394,Q
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,3,3,1,,428,UNITEDSTATES,9045,USA,4:27.476,
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),3000mRelay,w,Heats,3,4,3,,425,UKRAINE,9050,UKR,4:37.686,
