season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,FinalB,1,2,2,,117,RUSSIA,9046,RUS,4:08.898,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,FinalB,1,3,3,,111,ITALY,9039,ITA,4:09.053,
