season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,1,1,2,,317,JAPAN,9047,JPN,4:22.302,QA,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,1,2,3,,326,RUSSIA,9046,RUS,4:22.495,QA,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,1,3,1,,322,NETHERLANDS,9040,NED,4:28.360,QB,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,2,1,1,,304,CANADA,9049,CAN,4:25.219,QA,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,2,2,4,,315,ITALY,9039,ITA,4:26.574,QA,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,2,3,3,,328,UNITEDSTATES,9045,USA,4:28.359,QB,
2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),3000mRelay,w,Semifinals,2,4,2,,324,POLAND,9041,POL,4:42.584,QB,
