season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,1,2,3,,341,UNITEDSTATES,9479,USA,2:43.408,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,1,3,4,,323,KAZAKHSTAN,9474,KAZ,2:51.876,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,1,PEN,2,,313,HUNGARY,9471,HUN,PEN,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,2,1,1,,326,KOREA,9475,KOR,2:40.117,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,2,1,2,,329,NETHERLANDS,9476,NED,2:40.117,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,2,3,3,,309,FRANCE,9469,FRA,2:40.221,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,2,PEN,4,,332,POLAND,9477,POL,PEN,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,3,1,1,,307,CHINA,9468,CHN,2:39.996,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,3,2,2,,302,CANADA,9467,CAN,2:40.733,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,3,3,3,,319,JAPAN,9473,JPN,2:41.611,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),2000mRelay,x,Quarterfinals,3,4,4,,317,ITALY,9472,ITA,2:42.178,
