race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,250,JakubJAWORSKI,6816,POL,1:30.226,Q
0,2,1,,255,AlexanderGERTSIKOV,6570,RUS,1:30.382,Q
0,3,4,,151,ElliottSHRIANE,6846,AUS,1:30.489,q
0,4,3,,247,MatthewFULLER,6448,NZL,1:32.409,
1,1,2,,223,ShinichiTAGAMI,6929,JPN,1:32.415,Q
1,2,1,,204,AnthonyDOUGLAS,6301,GBR,1:32.680,Q
1,DQ,3,,261,AndriyKOZHUKH,6133,UKR,DQ,
2,1,1,,196,JeremyMASSON,6173,FRA,1:29.098,Q
2,2,2,,202,TorstenKROEGER,7141,GER,1:29.244,Q
2,3,4,,253,DariuszKULESZA,6817,POL,1:29.355,q
2,4,3,,260,OleksiyKOSHELENKO,7121,UKR,1:30.926,
3,1,2,,203,SebastianPRAUS,6364,GER,1:28.177,Q
3,2,1,,242,NielsKERSTHOLT,7067,NED,1:28.288,Q
3,3,3,,259,RuslanZAKHAROV,6935,RUS,1:28.322,q
3,4,4,,181,GregoryDURAND,6646,FRA,1:28.928,
4,1,1,,180,MaximeCHATAIGNIER,6106,FRA,1:29.380,Q
4,2,3,,246,IngmarvanRIEL,6186,NED,1:29.896,Q
4,3,2,,249,BlakeSKJELLERUP,6549,NZL,1:30.727,q
5,1,1,,214,TomIVESON,6898,GBR,1:32.865,Q
5,2,2,,155,PieterGYSEL,6425,BEL,1:32.913,Q
5,3,3,,264,AntonSIMON,6026,UKR,1:33.451,
