race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,5,,156,HONGKyungHwan,9190,KOR,1:26.050,QA
0,2,3,,21,NurbergenZHUMAGAZIYEV,7349,KAZ,1:26.069,QA
0,3,4,,31,deLAATItzhak,7746,NED,1:26.181,QB
0,4,2,,55,PatrickDUFFY,7917,CAN,1:26.331,ADA
0,PEN,1,,5,ShaoangLIU,8564,HUN,PEN,
1,2,5,,155,HANSeungSoo,8673,KOR,1:26.653,QA
1,3,4,,191,KIKUCHIKota,8620,JPN,1:26.915,QB
1,4,6,,30,FelixSPIEGL,7923,GER,1:27.756,QB
1,5,1,,176,DIONPascal,8999,CAN,1:54.408,ADA
1,PEN,2,,1,HANTianyu,8388,CHN,PEN,
