season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,1,1,2,,816,RUSSIA,7307,RUS,6:49.459,Q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,1,2,4,,814,NETHERLANDS,7321,NED,6:49.774,Q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,1,3,1,,810,ITALY,7301,ITA,6:51.818,q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,1,4,3,,813,KOREA,7300,KOR,6:55.523,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,2,2,3,,804,CHINA,7303,CHN,6:45.696,Q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,2,3,2,,805,FRANCE,7319,FRA,6:48.896,q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,2,4,4,,811,JAPAN,7310,JPN,6:50.610,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,3,1,1,,803,CANADA,7309,CAN,6:51.222,Q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,3,2,2,,808,HUNGARY,7324,HUN,6:52.391,Q
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,3,3,3,,806,GREATBRITAIN,7320,GBR,6:52.877,
2013-2014,"ISU World Cup 2013/2014, Torino (ITA)",5000mRelay,m,Quarterfinals,3,PEN,4,,807,GERMANY,7302,GER,PEN,
