season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,2,4,,322,HUNGARY,9043,HUN,4:11.902,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,3,2,,345,RUSSIA,9046,RUS,4:16.191,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,1,4,3,,350,UNITEDSTATES,9045,USA,4:27.627,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,1,1,,340,NETHERLANDS,9040,NED,4:10.983,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,2,2,,334,KOREA,9044,KOR,4:11.024,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,3,3,,328,JAPAN,9047,JPN,4:12.060,q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,2,4,4,,333,KAZAKHSTAN,9149,KAZ,4:20.343,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,1,1,,307,CANADA,9049,CAN,4:16.179,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,2,4,,315,FRANCE,9042,FRA,4:16.265,Q
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,3,2,,326,ITALY,9039,ITA,4:16.627,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),3000mRelay,w,Quarterfinals,3,4,3,,341,POLAND,9041,POL,4:30.225,
