season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,1,1,2,,1000,KOREA,7314,KOR,3:07.002,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,1,2,1,,1007,GERMANY,7313,GER,3:17.215,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,1,3,3,,1009,ISRAEL,7330,ISR,3:22.365,
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,2,1,1,,1004,ITALY,7317,ITA,3:11.640,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,2,2,2,,1003,JAPAN,7310,JPN,3:12.015,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,2,3,3,,1008,HUNGARY,7323,HUN,3:13.022,
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,3,1,1,,1005,RUSSIA,7315,RUS,3:06.453,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,3,2,2,,1002,CANADA,7312,CAN,3:07.099,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,3,3,3,,1010,CHINESETAIPEI,7764,TPE,3:23.398,
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,4,1,3,,1001,CHINA,7311,CHN,3:05.027,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,4,2,1,,1006,UNITEDSTATES,7316,USA,3:08.948,Q
2003-2004,"2004 World Junior Championships, China",2000MRelay,w,Heats,4,3,2,,1011,KAZAKHSTAN,7355,KAZ,3:35.888,
