season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,1,1,4,,11,vanKERKHOFYara,7422,NED,44.512,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,1,2,2,,69,AndreaKESZLER,7147,HUN,44.607,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,1,3,1,,24,DeannaLOCKETT,7956,AUS,44.666,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,1,4,5,,54,WALTERBianca,7232,GER,46.192,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,1,5,3,,133,AnjaCHONG,8064,MAS,1:08.889,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,2,1,2,,4,FANKexin,7694,CHN,43.587,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,2,2,5,,49,KimBOUTIN,8542,CAN,43.779,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,2,3,4,,79,KIKUCHIMoemi,7584,JPN,46.604,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,2,4,3,,114,HannahMORRISON,9195,GBR,48.137,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,2,5,1,,135,LINYu-Tzu,8087,TPE,1:01.969,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,3,1,1,,61,MALISZEWSKANatalia,8437,POL,43.773,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,3,2,4,,112,SelmaPOUTSMA,9004,FRA,43.863,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,3,3,2,,125,Marie-EveDROLET,6059,CAN,44.151,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,3,4,3,,75,SZILICZEI-NEMETRebeka,8737,HUN,46.483,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,4,1,5,,3,CHRISTIEElise,7135,GBR,43.794,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,4,2,3,,9,YuiSAKAI,6229,JPN,45.429,Q
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,4,3,1,,132,AnitaNAGAY,8622,KAZ,48.680,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,4,4,2,,5,SCHULTINGSuzanne,8493,NED,57.023,
2016-2017,ISU World Cup 2016/17 - Shanghai (CHN),500m(2),w,Heats,4,PEN,4,,134,YuliaSHISHKINA,8680,RUS,PEN,
