race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,119,AlexanderGERTSIKOV,6570,RUS,1:29.509,Q,
0,2,1,,69,LIHaonan,6658,CHN,1:29.666,Q,
0,3,3,,73,JarmilHRUZA,6503,CZE,1:29.856,q,
0,DNF,2,,112,DaveVERSTEEG,6540,NED,DNF,,
1,1,3,,67,LIJiajun,7095,CHN,1:30.812,Q,
1,2,1,,113,GisleTVERLAND,7063,NOR,1:34.775,Q,
1,3,2,,118,SergeyPRANKEVICH,7048,RUS,1:41.260,,
1,4,4,,114,MatthewFULLER,6448,NZL,1:53.082,,
2,1,1,,106,SONGSuk-Woo,7086,KOR,1:31.484,Q,
2,2,4,,60,IvanBELOV,7052,BLR,1:33.219,Q,
2,DQ,2,,90,AdamKOVACS,6337,HUN,DQ,,
2,DQ,3,,134,VolodymyrCHERNEGA,6041,UKR,DQ,,
3,1,5,,98,TakafumiNISHITANI,6323,JPN,1:31.313,Q,
3,2,4,,93,FabioCARTA,6001,ITA,1:31.385,Q,
3,3,3,,133,VolodymyrGRYGORIEV,6741,UKR,1:31.805,q,
3,4,2,,110,HaraldsSILOVS,6458,LAT,1:32.448,,
3,5,1,,72,IvanDOLINIC,6669,CRO,1:35.199,,
4,1,2,,68,LIYe,6655,CHN,1:29.356,Q,
4,2,3,,57,MarkMcNEE,6432,AUS,1:29.609,Q,
4,3,1,,126,MartinJOHANSSON,6509,SWE,1:30.586,q,
4,4,4,,123,TamasHELFRIH,6827,SCG,1:39.886,,
5,1,4,,111,CeesJUFFERMANS,6072,NED,1:33.335,Q,
5,2,2,,66,SteveROBILLARD,6494,CAN,1:33.429,Q,
5,3,1,,124,SaschaLAUBER,6634,SUI,1:34.483,,
5,4,3,,131,MOMing-Jui,6011,TPE,1:39.895,,
5,DQ,5,,80,TomIVESON,6898,GBR,DQ,,
6,1,1,,135,ApoloAntonOHNO,6497,USA,1:30.755,Q,
6,2,3,,79,JonELEY,6592,GBR,1:30.790,Q,
6,3,4,,59,PieterGYSEL,6425,BEL,1:30.952,q,
6,4,2,,115,MarkJACKSON,6941,NZL,1:32.806,,
7,1,4,,63,JonathanGUILMETTE,6702,CAN,1:32.936,Q,
7,2,3,,128,TomasGRESCHNER,6633,SVK,1:33.733,Q,
7,3,2,,117,DariuszKULESZA,6817,POL,1:34.036,q,
7,4,1,,125,AndreasTANNER,6951,SUI,1:37.591,,
8,1,5,,65,Jean-FrancoisMONETTE,7096,CAN,1:30.560,Q,
8,2,4,,84,SebastianPRAUS,6364,GER,1:30.696,Q,
8,3,2,,132,LOWei-Lin,6938,TPE,1:33.623,q,
8,4,3,,61,PavelSHAIDZITSKI,7044,BLR,1:35.131,,
8,5,1,,104,AndreySMETANIN,6459,KAZ,1:36.562,,
9,2,2,,100,YoshiharuARINO,6075,JPN,1:34.129,Q,
9,3,4,,89,DavidManoLOTH,6804,HUN,1:35.893,,
9,4,3,,127,MatusUZAK,6510,SVK,1:52.730,,
10,1,2,,107,LEESeung-Jae,6621,KOR,1:30.192,Q,
10,2,3,,58,WimdeDEYNE,6699,BEL,1:30.316,Q,
10,3,1,,75,GuillaumeMATHIEU,6871,FRA,1:31.723,q,
10,4,4,,116,KrystianZDROJKOWSKI,6515,POL,1:31.834,,
11,1,1,,74,JeanCharlesMATTEI,6057,FRA,1:31.733,Q,
11,2,2,,94,NicolaRODIGARI,6332,ITA,1:31.835,Q,
11,3,5,,92,DenisZASLAVSKY,6335,ISR,1:31.891,q,
11,4,3,,85,ArianNACHBAR,6637,GER,1:35.396,,
11,5,4,,103,NikolayFEDORENKO,6312,KAZ,1:35.765,,
