season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,1,1,1,,203,BELGIUM,9013,BEL,7:08.948,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,1,2,3,,216,POLAND,9028,POL,7:09.588,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,1,3,2,,218,TURKEY,9030,TUR,7:13.159,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,1,4,5,,214,LATVIA,9034,LAT,7:14.701,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,1,5,4,,219,UKRAINE,9031,UKR,7:15.008,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2,1,5,,220,UNITEDSTATES,9032,USA,6:56.634,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2,2,4,,208,GREATBRITAIN,9019,GBR,7:00.585,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2,3,3,,202,BELARUS,9014,BLR,7:12.307,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2,4,1,,201,AUSTRIA,9074,AUT,7:29.718,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),5000mRelay,m,Repechage,2,PEN,2,,207,GERMANY,9020,GER,PEN,
