race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,123,ThibautFAUCONNET,6785,FRA,41.964,Q
0,2,4,,164,KIMByeongJun,7287,KOR,42.074,Q
0,3,3,,183,KyleCARR,6134,USA,42.255,
0,4,2,,107,AssenPANDOV,6778,BUL,42.360,
1,1,2,,111,HAMELINCharles,6610,CAN,41.812,Q
1,2,3,,139,RyosukeSAKAZUME,7542,JPN,42.041,Q
1,3,4,,141,ArturSULTANGALIYEV,6158,KAZ,42.509,
1,4,1,,117,LIANGWenhao,7594,CHN,57.136,
2,1,1,,115,LiamMcFARLANE,7200,CAN,41.855,Q
2,2,3,,185,RyanBEDFORD,6956,USA,41.887,Q
2,3,2,,122,GONGQiuwen,7593,CHN,41.952,
2,4,4,,151,Jan-EbelevanderREE,7612,NED,42.550,
3,1,2,,118,HANJialiang,6168,CHN,41.498,Q
3,2,1,,163,SUNGSi-Bak,6811,KOR,41.579,Q
3,3,5,,182,SimonCHO,7188,USA,41.848,
3,4,3,,140,AydarBEKZHANOV,7623,KAZ,41.877,
3,5,4,,165,EvgeniiKOZULIN,7272,RUS,42.062,
