race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,114,ApoloAntonOHNO,6497,USA,2:26.098,
0,2,6,,112,JordanMALONE,6201,USA,2:26.156,
0,3,2,,58,NicolaRODIGARI,6332,ITA,2:26.208,
0,4,7,,54,NicolasBEAN,7541,ITA,2:26.874,
0,5,5,,23,SONGWeilong,7156,CHN,2:27.589,
0,6,3,,111,JeffSIMON,7280,USA,3:04.785,
0,DQ,4,,76,KNEGTSjinkie,7352,NED,DQ,
