race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,106,HAMELINCharles,6610,CAN,1:39.951,Q
0,2,3,,148,NurbergenZHUMAGAZIYEV,7349,KAZ,1:41.531,Q
0,3,2,,116,CHENGEricI,6937,TPE,1:41.799,q
0,4,4,,173,AndriyKOZHUKH,6133,UKR,1:41.856,
1,1,3,,113,WEIJiguang,7155,CHN,1:43.975,Q
1,2,4,,119,JeremyMASSON,6173,FRA,1:44.847,Q
1,3,1,,154,IngmarvanRIEL,6186,NED,2:05.999,
1,DQ,2,,171,VitalyMIKHEENKOV,6234,RUS,DQ,
2,1,1,,138,SatoruTERAO,6320,JPN,1:34.226,Q
2,2,3,,164,SUNGSi-Bak,6811,KOR,1:34.377,Q
2,3,4,,179,TravisJAYNER,6300,USA,1:34.554,q
2,4,2,,156,BartoszKONOPKO,7169,POL,1:35.246,
3,1,4,,136,NicolaRODIGARI,6332,ITA,1:36.935,Q
3,2,2,,167,EvgeniiKOZULIN,7272,RUS,1:37.067,Q
3,3,3,,143,ShotaroTANAKA,7347,JPN,1:37.387,q
3,4,1,,155,FreekvanderWART,7269,NED,1:39.115,
4,1,4,,112,LIUXiaoLiang,6233,CHN,1:32.766,Q
4,2,2,,130,PaulWORTH,6802,GBR,1:32.961,Q
4,3,1,,135,ClaudioRINALDI,7261,ITA,1:33.242,q
4,4,3,,125,RobertBECKER,7258,GER,1:34.896,
5,1,1,,105,AlexBOISVERT-LACROIX,7346,CAN,1:33.880,Q
5,2,3,,118,ThibautFAUCONNET,6785,FRA,1:33.959,Q
5,3,4,,177,JordanMALONE,6201,USA,1:51.427,ADV
5,DQ,2,,170,SergeyPRANKEVICH,7048,RUS,DQ,
6,1,1,,180,CharlesRyanLEVEILLE,7122,USA,1:34.915,Q
6,2,4,,158,DariuszKULESZA,6817,POL,1:35.566,Q
6,3,2,,137,RobertoSERRA,6463,ITA,1:35.776,q
6,4,3,,175,AntonSIMON,6026,UKR,1:38.699,
7,1,4,,109,Francois-LouisTREMBLAY,6704,CAN,1:35.843,Q
7,2,3,,129,TomIVESON,6898,GBR,1:35.923,Q
7,3,2,,120,BenoitANTERIEUX,6193,FRA,1:39.640,ADV
7,DQ,1,,146,AzamatSULTANALIYEV,7348,KAZ,DQ,
8,1,1,,165,KWAKYoon-Gy,6120,KOR,1:33.184,Q
8,2,2,,111,SUIBaoKu,6416,CHN,1:33.599,Q
8,3,4,,139,TakahiroFUJIMOTO,6277,JPN,1:34.060,q
8,4,3,,145,ArturSULTANGALIYEV,6158,KAZ,1:35.927,
9,1,3,,163,LEESeung-Hoon,6185,KOR,1:35.780,Q
9,2,2,,127,JonELEY,6592,GBR,1:36.262,Q
9,3,4,,151,NielsKERSTHOLT,7067,NED,1:36.348,q
9,4,1,,126,RobertSEIFERT,6176,GER,1:39.935,
