season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,1,1,5,,5,FANKexin,7694,CHN,44.232,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,1,2,2,,27,WALTERBianca,7232,GER,46.179,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,1,3,4,,50,LEEEunByul,7421,KOR,46.288,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,1,4,3,,19,VIVIANIElena,7583,ITA,46.504,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,1,5,1,,24,MANOILOVAKatrin,8539,BUL,56.237,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,2,1,3,,13,KasandraBRADETTE,8058,CAN,45.357,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,2,2,5,,20,vanRUIJVENLara,7710,NED,45.446,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,2,3,2,,87,OliwiaGAWLICA,8501,POL,1:15.248,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,2,4,1,,60,AndreaKESZLER,7147,HUN,1:38.863,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,2,5,4,,74,FedericaTOMBOLATO,8570,ITA,1:52.564,ADV
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,3,1,5,,8,PROSVIRNOVASofia,8509,RUS,45.197,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,3,2,1,,101,AudreyPHANEUF,8360,CAN,45.214,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,3,3,3,,22,PetraJASZAPATI,8611,HUN,45.786,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,3,4,4,,78,TokoNANRI,8369,JPN,46.650,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,3,5,2,,71,MagdalenaWARAKOMSKA,8502,POL,46.756,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,1,3,,76,MALISZEWSKANatalia,8437,POL,45.015,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,2,4,,123,YINQi,9055,CHN,45.115,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,3,1,,118,JorienterMORS,6146,NED,45.255,q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,4,2,,82,MONVOISINAurelie,8556,FRA,45.595,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,5,6,,73,BACSKAISaraLuca,8609,HUN,45.697,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,4,PEN,5,,6,KIMAlang,8484,KOR,PEN,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,5,1,2,,4,CHRISTIEElise,7135,GBR,44.155,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,5,2,1,,103,ZANGYize,8725,CHN,45.695,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,5,3,4,,17,ZAKHAROVAEvgeniya,7715,RUS,45.897,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,5,4,3,,68,HIRAIAmi,8618,JPN,47.168,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,5,5,5,,84,LouiseMILESI,8668,FRA,47.335,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,6,2,2,,52,MALAGICHEmina,7989,RUS,45.585,Q
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,6,3,1,,110,CHOIJiHyun,7711,KOR,45.605,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,6,4,4,,111,RozaKOOYSTRA,8495,NED,46.633,
2015-2016,ISU World Cup 2015/16 - Nagoya (JPN),500m(1),w,Heats,6,5,5,,120,PENCHEVAZornica,8461,BUL,46.682,
