race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,121,PaulBEAUCHAMP,8560,FRA,42.642,Q
0,2,2,,16,DavideVISCARDI,7440,ITA,44.325,Q
0,3,5,,188,TeerasakBOONPOK,9205,THA,48.440,
0,PEN,4,,147,ANDERMANNNico,8720,AUT,PEN,
0,DNS,3,,115,DavutTAHTACI,8647,TUR,DNS,
1,1,1,,156,HONGKyungHwan,9190,KOR,42.538,Q
1,2,5,,58,DanIWASA,8394,JPN,42.645,Q
1,3,2,,169,ClementFLORAC,8732,FRA,42.676,q
1,4,3,,111,EinarAGDESTEIN,8701,NOR,43.301,
1,5,4,,26,MenderesEREN,8351,TUR,43.395,
2,1,1,,168,ZHANGHongchao,8678,CHN,41.464,Q
2,2,4,,37,YauheniRYZHOU,7772,BLR,42.175,Q
2,3,2,,116,BLUNDENKeanu,8593,AUS,42.264,q
2,4,3,,126,KIMCholGwang,9064,PRK,43.837,
3,1,2,,20,KeithCARROLL,8449,USA,42.608,Q
3,2,1,,73,YoshiakiOGURO,7743,JPN,43.067,Q
3,3,4,,170,TomRIETZKE,8563,GER,43.123,q
3,4,3,,48,ANDERMANNDominic,8078,AUT,43.844,
3,5,5,,50,TSANGKeiWingKelvin,7735,HKG,44.907,
4,1,5,,88,ThomasInsukHONG,8084,USA,42.871,Q
4,2,3,,105,BillySIMMS,7926,GBR,43.594,Q
4,3,2,,124,AlexBRYANT,8577,AUS,55.777,
4,4,1,,161,AYRAPETYANDenis,8098,RUS,1:18.482,
4,5,4,,12,NIKISHADenis,8396,KAZ,notime,ADV
5,1,1,,55,PatrickDUFFY,7917,CAN,42.228,Q
5,2,2,,153,ANTONIOLIMattia,8572,ITA,42.478,Q
5,3,4,,146,SimonFRANCIS,6452,AUS,43.520,q
5,PEN,3,,134,TunaySIMSEK,9010,TUR,PEN,
5,DNS,5,,96,OLAHBence,7439,HUN,DNS,
