season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,1,1,5,,27,deLAATItzhak,7746,NED,42.279,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,1,2,1,,204,KIKUCHIKota,8620,JPN,42.514,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,1,3,2,,185,HANDEIVolodymyr,8525,UKR,42.849,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,1,4,3,,218,KaloyanANGELOV,9221,BUL,46.698,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,1,5,4,,36,NicolasLABORDE,9096,COL,notime,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,2,1,2,,80,LEPAPESebastien,7554,FRA,41.900,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,2,2,3,,166,SITNIKOVPavel,9133,RUS,41.987,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,2,3,4,,52,KOLENCMartin,8604,CRO,43.182,q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,2,4,1,,148,ReinisBERZINS,9267,LAT,45.959,,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,3,1,5,,7,RENZiwei,8601,CHN,42.024,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,3,2,4,,60,SHULGINOVAlexander,8752,RUS,42.365,Q,
2018-2019,ISU World Short Track Championships 2019 - Sofia (BUL),500m,m,Preliminaries,3,3,3,,162,MateuszKRZEMINSKI,9412,POL,42.705,q,
