season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,1,1,2,,1010,KOREA,7300,KOR,6:56.150,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,1,2,4,,1002,GERMANY,7302,GER,7:04.987,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,1,3,1,,1003,GREATBRITAIN,7320,GBR,7:06.265,q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,1,4,3,,1013,BULGARIA,7392,BUL,7:15.839,
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,2,1,3,,1007,UNITEDSTATES,7306,USA,7:03.139,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,2,2,2,,1008,ITALY,7301,ITA,7:04.022,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,2,3,1,,1009,FRANCE,7319,FRA,7:08.625,q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,2,4,4,,1011,BELGIUM,7897,BEL,7:30.488,
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,3,1,1,,1000,CANADA,7309,CAN,6:57.462,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,3,2,3,,1001,CHINA,7303,CHN,7:08.449,Q
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,3,3,4,,1014,HUNGARY,7324,HUN,7:13.368,
2004-2005,"2005 World Cup 5, Hungary",5000MRelay,m,QuarterFinals,3,4,2,,1012,NETHERLANDS,7321,NED,7:22.653,
