season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,2,6,,61,AYRAPETYANDenis,8098,RUS,2:20.830,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,3,3,,203,ROESSven,9487,NED,2:21.320,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,3,5,,85,FERCOQQuentin,8605,FRA,2:21.320,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,5,8,,13,CONFORTOLAYuri,6561,ITA,2:21.429,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,6,2,,100,SIGHELPietro,9251,ITA,2:21.448,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,7,7,,80,EMONSFriso,9276,NED,2:25.057,ADB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,1,8,1,,23,YOSHINAGAKazuki,8745,JPN,2:28.379,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,1,1,,7,LEEJuneSeo,9370,KOR,2:22.936,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,2,7,,9,DUBOISSteven,9092,CAN,2:23.033,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,3,8,,62,KNEGTSjinkie,7352,NED,2:23.240,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,4,2,,27,KRUZBERGSRoberts,9117,LAT,2:23.853,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,5,3,,24,BYKANOVVladislav,6178,ISR,2:24.443,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,6,4,,164,HAYASHIIbuki,9403,JPN,2:24.523,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,7,9,,15,LUEDTKEAdrian,9104,GER,2:31.203,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,8,6,,78,NIKISHADenis,8396,KAZ,2:40.476,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,2,9,5,,29,GALIAKHMETOVAdil,9260,KAZ,notime,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,1,5,,8,RENZiwei,8601,CHN,2:13.330,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,2,6,,171,KIMDongWook,9604,KOR,2:14.873,QA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,3,9,,200,KRUEGERJohn-Henry,9742,HUN,2:15.175,qA
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,4,8,,22,TRANAaron,8528,USA,2:15.434,QB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,5,2,,141,HEOAndrew,9443,USA,2:16.736,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,6,7,,109,ANDERMANNNico,8720,AUT,2:17.518,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,7,1,,25,BLUNDENKeanu,8593,AUS,2:19.259,
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,8,4,,6,WATANABEKeita,7605,JPN,2:38.765,ADB
2019-2020,ISU World Cup 2019/20 - Dordrecht (NED),1500m,m,Semifinals,3,PEN,3,,97,ANKai,9168,CHN,PEN,
