season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,1,1,3,,309,NETHERLANDS,9040,NED,4:06.700,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,1,2,4,,311,RUSSIA,9046,RUS,4:06.796,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,1,3,1,,307,KAZAKHSTAN,9149,KAZ,4:10.372,q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,1,4,2,,304,HUNGARY,9043,HUN,4:11.564,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,2,1,1,,301,CANADA,9049,CAN,4:11.395,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,2,2,3,,302,CHINA,9048,CHN,4:11.471,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,2,3,4,,312,UNITEDSTATES,9045,USA,4:17.375,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,2,4,2,,310,POLAND,9041,POL,4:24.929,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,3,1,4,,308,KOREA,9044,KOR,4:08.575,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,3,2,2,,306,JAPAN,9047,JPN,4:09.534,Q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,3,3,1,,305,ITALY,9039,ITA,4:13.290,q
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),3000mRelay,w,Quarterfinals,3,4,3,,303,CZECHREPUBLIC,9065,CZE,4:19.238,
