season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,2,1,,11,AnnaSEIDEL,8562,GER,2:23.126,QA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,3,2,,15,EFREMENKOVAEkaterina,8750,RUS,2:23.213,qA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,4,7,,9,VALCEPINAMartina,7159,ITA,2:23.375,QB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,5,6,,13,PIERRONVeronique,6196,FRA,2:24.658,qB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,6,3,,87,JACOBSGina,8607,GER,2:27.905,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,1,7,4,,29,MALISZEWSKANatalia,8437,POL,2:29.352,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,1,3,,16,MASCITTOCynthia,9193,ITA,2:46.115,QA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,2,7,,57,ZAKHAROVAEvgeniya,7715,RUS,2:46.457,QA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,3,6,,123,DeannaLOCKETT,9603,HUN,2:46.689,QB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,4,4,,19,HUOTMARCHANDTifany,7976,FRA,2:46.711,QB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,5,2,,27,BACSKAISaraLuca,8609,HUN,2:46.832,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,6,1,,47,vanKERKHOFYara,7422,NED,2:47.438,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,2,7,5,,113,DANNEELAlexandra,9320,BEL,2:48.612,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,1,7,,10,DESMETHanne,8699,BEL,2:28.352,QA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,2,5,,124,AriannaFONTANA,6227,ITA,2:28.478,QA,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,3,6,,14,CHRISTIEElise,7135,GBR,2:28.516,QB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,4,1,,6,PROSVIRNOVASofia,8509,RUS,2:28.782,QB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,5,2,,18,PetraJASZAPATI,8611,HUN,2:28.990,qB,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,6,4,,32,SEJPALOVA-HRUZOVAMichaela,8553,CZE,2:29.135,,
2019-2020,ISU European Short Track Championships 2020 - Debrecen (HUN),1500m,w,Semifinals,3,7,3,,50,MONVOISINAurelie,8556,FRA,2:31.704,,
