season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,1,1,3,,,ChikageTANAKA,6314,JPN,46.288,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,1,2,2,,,CarolAnnCHENARD,6455,CAN,46.398,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,1,3,4,,,JulieGOSKOWICZ,6939,USA,46.505,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,1,4,1,,,SOLOMATINAOlga,6733,UKR,48.061,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,2,2,2,,,JONGOkMyong,6665,PRK,45.350,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,2,3,3,,,MaureendeLANGE,6535,NED,49.468,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,2,DQ,4,,,YACOUBIryna,6735,UKR,DQ,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,3,1,3,,,AmyPETERSON,6528,USA,46.784,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,3,2,2,,,AnkeJannieLANDMAN,6538,NED,56.322,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,3,3,1,,,TSOICordiaPoYee,6677,HKG,1:04.999,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,4,1,1,,,SUNDandan,6653,CHN,45.307,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,4,2,4,,,ChristineBOUDRIAS,7061,CAN,46.118,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,4,3,2,,,SarahLANG,6527,USA,46.449,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,4,4,3,,,IkueTESHIGAWARA,6315,JPN,46.514,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,5,1,1,,,PARKHye-Rim,6615,KOR,46.598,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,5,2,2,,,NataliaDMITRIEVA,6512,RUS,46.681,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,5,3,3,,,HANRyonHui,7081,PRK,46.912,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,6,1,1,,,AlannaKRAUS,6659,CAN,45.797,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,6,2,2,,,CHOIEun-Kyung,6943,KOR,45.846,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,6,3,3,,,NataliaSVERCHKOVA,6732,UKR,46.274,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,6,4,4,,,YokoIIZUKA,6313,JPN,46.563,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,7,1,1,,,CHOIMin-Kyung,6548,KOR,45.769,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,7,2,3,,,WANGChunlu,6648,CHN,45.885,
2000-2001,2000 World Cup - Chang Chun,500M,w,Heats,7,3,2,,,MelaniedeLANGE,6005,NED,48.423,
