season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,1,1,4,,198,KOREA,7314,KOR,4:11.997,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,1,2,2,,199,RUSSIA,7315,RUS,4:24.080,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,1,3,3,,200,UNITEDSTATES,7316,USA,4:28.705,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,1,4,1,,196,JAPAN,7304,JPN,4:30.805,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,2,1,3,,194,CHINA,7311,CHN,4:20.559,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,2,2,2,,193,CANADA,7312,CAN,4:23.518,Q,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,2,3,4,,195,ITALY,7317,ITA,4:24.079,,
2011-2012,"2012 ISU World Junior Championships, AUS, Melbourne",3000MRelay,w,Semifinals,2,4,1,,197,KAZAKHSTAN,7355,KAZ,4:43.688,,
