season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,1,1,1,,45,AHNSeJung,7985,KOR,44.700,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,1,2,2,,68,ZAKHAROVAEvgeniya,7715,RUS,44.993,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,1,3,3,,41,MiwakoYAMAURA,8475,JPN,46.535,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,1,4,4,,56,AafkeSOET,8094,NED,46.755,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,2,1,2,,26,AnnaSEIDEL,8562,GER,45.089,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,2,2,1,,11,NamastheeHARRIS-GAUTHIER,8544,CAN,45.163,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,2,3,3,,30,KONYAZsofia,7701,HUN,45.392,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,2,4,4,,70,AlicaPORUBSKA,8514,SVK,46.539,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,3,2,1,,13,GUOYihan,8364,CHN,45.332,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,3,3,3,,55,SCHULTINGSuzanne,8493,NED,45.858,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,3,4,5,,81,AprilSHIN,8526,USA,47.049,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,3,5,4,,76,Vira-NikaKHOMENKO,8469,UKR,48.060,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,4,1,1,,9,KimBOUTIN,8542,CAN,43.788JWR,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,4,2,2,,49,AgneSEREIKAITE,7708,LTU,43.897,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,4,3,3,,42,AnastassiyaKRESTOVA,7981,KAZ,44.976,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,4,4,4,,79,JacquelineCHEN,8381,USA,45.068,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,5,1,1,,67,EkaterinaSTRELKOVA,8378,RUS,44.905,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,5,2,3,,39,KIKUCHISumire,7980,JPN,45.030,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,5,3,2,,80,KimberlyGOETZ,8649,USA,45.985,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,5,4,4,,20,SEJPALOVA-HRUZOVAMichaela,8553,CZE,46.769,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,6,1,1,,46,CHOIMinJeong,8625,KOR,44.096,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,6,2,4,,12,AudreyPHANEUF,8360,CAN,45.496,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,6,3,2,,22,THOMSONKathryn,8465,GBR,45.498,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,6,4,3,,38,HIRAIAmi,8618,JPN,46.346,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,7,1,1,,66,PROSVIRNOVASofia,8509,RUS,44.371,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,7,2,2,,36,FedericaTOMBOLATO,8570,ITA,44.684,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,7,3,3,,16,XIAOHan,7962,CHN,44.915,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,7,4,4,,28,PetraJASZAPATI,8611,HUN,45.393,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,8,1,1,,14,HANYuTong,8365,CHN,44.437,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,8,2,2,,8,MANOILOVAKatrin,8539,BUL,45.224,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,8,3,4,,21,MONVOISINAurelie,8556,FRA,46.048,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,500m,w,Heats,8,PEN,3,,58,MALISZEWSKANatalia,8437,POL,PEN,,
