race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,5,,116,ThibautFAUCONNET,6785,FRA,2:25.886,Q,
0,2,2,,141,RobertoPUKITIS,7785,LAT,2:25.908,Q,
0,3,3,,123,RobertSEIFERT,6176,GER,2:26.125,,
0,4,6,,105,YauheniRYZHOU,7772,BLR,2:26.890,,
0,5,1,,110,GEORGIEVDimitar,8541,BUL,2:28.236,,
0,6,4,,162,JacobJANSSON,8589,SWE,2:28.387,,
1,1,2,,155,SemenELISTRATOV,7293,RUS,2:22.146,Q,
1,2,3,,132,ViktorKNOCH,6177,HUN,2:22.349,Q,
1,3,5,,107,MathiasVOSTE,7888,BEL,2:24.144,,
1,4,4,,171,SerhiyLIFYRENKO,6826,UKR,2:26.872,,
1,5,6,,101,MatthiasSTELZMUELLER,7181,AUT,2:32.229,,
1,6,1,,159,MiodragPOPOVIC,6244,SRB,2:35.238,,
2,2,3,,137,DOTTITommaso,7604,ITA,2:16.192,Q,
2,3,4,,165,MenderesEREN,8351,TUR,2:17.427,q,
2,4,1,,109,EdinBRANKOVIC,7256,BIH,2:18.056,,
2,5,2,,150,JakubJAWORSKI,6816,POL,2:18.658,,
3,1,5,,147,KNEGTSjinkie,7352,NED,2:26.381,Q,
3,2,1,,133,ShaolinSandorLIU,7928,HUN,2:26.669,Q,
3,3,4,,169,IevgenGUTENOV,7178,UKR,2:28.649,,
3,4,3,,163,JoseCAVALLI,7756,SUI,2:28.735,,
3,5,2,,108,NihadBASIC,7889,BIH,2:31.808,,
4,1,5,,118,LEPAPESebastien,7554,FRA,2:19.592,Q,
4,2,2,,129,JackWHELBOURNE,7437,GBR,2:19.703,Q,
4,3,4,,151,SebastianKLOSINSKI,7748,POL,2:22.348,,
4,4,1,,106,MaksimSIARHEYU,7771,BLR,2:23.997,,
4,5,6,,114,MikkelKORITSLAND,8591,DEN,2:29.003,,
4,6,3,,143,MaxBACKSTROM,8590,LUX,2:34.488,,
5,1,4,,146,NielsKERSTHOLT,7067,NED,2:24.534,Q,
5,2,2,,127,RichardSHOEBRIDGE,7825,GBR,2:24.614,Q,
5,3,1,,120,PaulHERRMANN,6803,GER,2:24.757,,
5,4,5,,152,DawidRZEMIENIECKI,7879,POL,2:27.215,,
5,5,3,,160,JonathanLOPEZ,7892,ESP,2:32.274,,
6,1,4,,135,BYKANOVVladislav,6178,ISR,2:17.290,Q,
6,2,2,,156,VladimirGRIGOREV,7826,RUS,2:17.922,Q,
6,3,1,,138,AnthonyLOBELLO,8441,ITA,2:19.946,q,
6,4,3,,161,AlvaroPENA,7791,ESP,2:25.125,,
6,5,5,,111,DanielZASTRUGOV,7915,BUL,2:28.986,,
7,1,6,,148,FreekvanderWART,7269,NED,2:19.054,Q,
7,2,1,,136,CONFORTOLAYuri,6561,ITA,2:19.263,Q,
7,3,3,,113,VojtechLOUDIN,7597,CZE,2:20.611,,
7,4,2,,142,SAULITISJekabs,7267,LAT,2:21.929,,
7,5,4,,112,JakovDOMITREK,7145,CRO,2:23.835,,
7,6,5,,164,InanEREN,7788,TUR,2:26.402,,
