race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,96,WimdeDEYNE,6699,BEL,2:17.241,Q,
0,2,5,,178,RuslanZAKHAROV,6935,RUS,2:17.510,Q,
0,3,1,,133,TomIVESON,6898,GBR,2:18.137,q,
0,4,4,,191,KarlLINDQVIST,7182,SWE,2:24.163,,
0,5,3,,108,BorenZUNAC,6170,CRO,2:25.399,,
0,6,6,,125,RobertBECKER,7258,GER,2:43.551,,
1,1,4,,163,NielsKERSTHOLT,7067,NED,2:19.477,Q,
1,2,2,,115,ThibautFAUCONNET,6785,FRA,2:19.755,Q,
1,3,6,,186,MilosVIGAS,6132,SVK,2:21.183,,
1,4,1,,146,BYKANOVVladislav,6178,ISR,2:21.673,,
1,5,5,,172,DariuszKULESZA,6817,POL,2:22.811,,
1,6,3,,109,JakovDOLINIC,6309,CRO,2:29.718,,
2,1,5,,97,PieterGYSEL,6425,BEL,2:17.544,Q,
2,2,2,,139,PeterDARAZS,6465,HUN,2:18.103,Q,
2,3,3,,152,ClaudioRINALDI,7261,ITA,2:18.433,q,
2,4,4,,118,LEPAPESebastien,7554,FRA,2:18.498,,
2,5,6,,112,OndrejSUCHY,7131,CZE,2:24.656,,
2,6,1,,147,AlexanderSELEZNOV,6204,ISR,2:35.970,,
3,1,4,,171,BartoszKONOPKO,7169,POL,2:33.568,Q,
3,2,1,,123,SebastianPRAUS,6364,GER,2:33.574,Q,
3,3,2,,194,OleksiyKOSHELENKO,7121,UKR,2:34.713,,
3,4,3,,158,JanisPIUSS,7179,LAT,2:38.551,,
3,5,6,,176,SemenELISTRATOV,7293,RUS,2:52.025,,
3,DNS,5,,91,STELZMEULLERMatthias,7127,AUT,DNS,,
4,1,3,,150,CONFORTOLAYuri,6561,ITA,2:22.714,Q,
4,2,1,,140,GaborGALAMBOS,6010,HUN,2:22.972,Q,
4,3,2,,134,AnthonyDOUGLAS,6301,GBR,2:24.363,,
4,4,4,,101,AssenPANDOV,6778,BUL,2:24.980,,
4,5,5,,93,AliaksandrANTANENKA,6850,BLR,2:27.262,,
5,1,6,,156,HaraldsSILOVS,6458,LAT,2:27.781,Q,
5,2,4,,124,PaulHERRMANN,6803,GER,2:27.874,Q,
5,3,5,,162,BREEUWSMADaan,7218,NED,2:27.976,,
5,4,1,,113,VojtechLOUDIN,7597,CZE,2:28.408,,
5,5,2,,193,DmytroPOLTAVETS,7221,UKR,2:29.890,,
5,6,3,,187,PeterJELEN,7077,SVK,2:31.728,,
6,1,3,,180,ViacheslavKURGINIAN,6934,RUS,2:23.802,Q,
6,2,2,,157,SAULITISJekabs,7267,LAT,2:25.532,Q,
6,3,6,,132,JonELEY,6592,GBR,2:27.593,,
6,4,5,,197,EdinBRANKOVIC,7256,BIH,2:27.612,,
6,5,4,,160,PauliusGLUSINAS,7167,LTU,2:29.009,,
6,DQ,1,,164,KNEGTSjinkie,7352,NED,DQ,,
7,2,4,,141,ViktorKNOCH,6177,HUN,2:32.070,Q,
7,3,1,,90,AndrePULEC,6054,AUT,2:33.248,,
7,4,3,,102,KirilPANDOV,6779,BUL,2:33.579,,
7,5,2,,94,SiarheiYAKUSHKOU,6923,BLR,2:34.840,,
