race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,137,PARKSun-Young,6159,KOR,1:38.606,Q
0,2,2,,142,SannevanKERKHOF,6835,NED,1:38.951,Q
0,3,3,,156,TatianaZIMOVA,7104,SVK,1:39.455,
0,4,4,,127,AriannaFONTANA,6227,ITA,1:39.831,
1,1,4,,111,FENGXue,6142,CHN,1:43.572,Q
1,2,2,,160,CarlyWILSON,6153,USA,1:43.702,Q
1,3,1,,109,JessicaGREGG,6141,CAN,1:44.044,
1,4,3,,124,ElenaPRIBYSH,6789,ISR,1:46.164,
2,1,2,,110,KalynaROBERGE,6284,CAN,1:43.647,Q
2,2,3,,129,AyukoITO,6791,JPN,1:43.785,Q
2,3,1,,125,EkaterinaSTUKANOV,6790,ISR,2:04.015,
2,DQ,4,,153,KarinSCHMID,6918,SUI,DQ,
3,1,1,,136,JUNGEun-Ju,6297,KOR,1:41.127,Q
3,2,2,,159,JadeWHEELER,7072,USA,1:41.354,Q
3,3,4,,162,PatrycjaMALISZEWSKA,6154,POL,1:44.727,
3,4,3,,128,BrigitteMARCOZ,6228,ITA,1:57.541,
4,1,2,,135,JEONJi-Soo,6232,KOR,1:39.011,Q
4,2,3,,130,MikaOZAWA,6318,JPN,1:39.867,Q
4,3,1,,122,SzandraLAJTOS,6339,HUN,1:40.221,
4,4,4,,143,AnoukZOUTENDIJK,6147,NED,1:40.289,
5,1,1,,113,YAOYao,6144,CHN,1:42.509,Q
5,2,2,,120,RozsaDARAZS,6797,HUN,1:42.613,Q
5,3,3,,117,TinaGRASSOW,6855,GER,1:42.715,
5,4,4,,131,YuiSAKAI,6229,JPN,1:43.079,
6,1,4,,161,KarolinaREGUCKA,6914,POL,1:47.339,Q
6,2,3,,112,SUNLinlin,6143,CHN,1:48.655,Q
6,3,1,,118,SelinaMUXEL,6288,GER,2:02.382,
6,DQ,2,,108,IvanieBLONDIN,6140,CAN,DQ,
7,1,1,,158,MariaGARCIA,7082,USA,1:40.591,Q
7,2,3,,126,CatiaBORRELLO,6612,ITA,1:41.286,Q
7,3,2,,121,BernadettHEIDUM,6798,HUN,1:42.092,
7,4,4,,139,EvitaKRIEVANE,6833,LAT,1:43.908,
