race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,,EricBEDARD,6703,CAN,43.151,
0,2,4,,,TakafumiNISHITANI,6323,JPN,43.343,
0,3,2,,,RichardGOERLITZ,6063,AUS,44.569,
0,4,3,,,RYBALKOAlexander,6074,KAZ,54.541,
1,1,1,,,Francois-LouisTREMBLAY,6704,CAN,42.578,
1,2,3,,,FENGKai,6058,CHN,42.634,
1,3,2,,,DenisZASLAVSKY,6335,ISR,43.018,
1,4,4,,,GregoryDURAND,6646,FRA,44.900,
2,1,2,,,RustySMITH,6496,USA,42.786,
2,2,5,,,TakehiroKODERA,6324,JPN,42.941,
2,3,3,,,KornelSZANTO,6338,HUN,43.120,
2,4,1,,,DaveVERSTEEG,6540,NED,44.555,
2,5,4,,,BattulgaOKTYABRI,6544,MGL,51.879,
3,2,4,,,YevgenYAKOVLEV,6751,UKR,45.320,
3,3,1,,,NikolayFEDORENKO,6312,KAZ,46.041,
3,4,2,,,DaneFRANCIS,6429,AUS,1:10.857,
4,1,4,,,SatoruTERAO,6320,JPN,43.157,
4,2,3,,,ANJung-Hyun,6617,KOR,43.314,
4,3,1,,,NickyGOOCH,6640,GBR,44.089,
4,4,2,,,MarkMcNEE,6432,AUS,44.874,
5,1,2,,,MINRyoung,6619,KOR,44.111,
5,2,1,,,MatthewJASPER,7093,GBR,44.168,
5,3,4,,,BrunoLOSCOS,6643,FRA,44.172,
5,4,3,,,IgorKUTOVOI,6052,KAZ,46.604,
5,DQ,5,,,KILDIAROVIldous,6629,RUS,DQ,
6,1,1,,,DanielWEINSTEIN,6940,USA,43.449,
6,2,4,,,LIJiajun,7095,CHN,43.498,
6,3,2,,,YUNChol,6678,PRK,44.030,
6,4,5,,,OlegGLEBOV,6495,RUS,44.357,
6,5,3,,,LeonFLACK,6641,GBR,44.960,
7,1,2,,,MathieuTURCOTTE,6705,CAN,42.917,
7,2,3,,,ANYulong,6656,CHN,43.027,
7,3,1,,,LEESeung-Jae,6621,KOR,43.175,
7,4,4,,,TCHESHUKINAnton,6896,RUS,43.624,
7,DQ,5,,,BalazsKNOCH,6341,HUN,DQ,
