race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,125,TorstenKROEGER,7141,GER,43.450,,
0,2,4,,156,LucasNG,8067,SGP,44.808,,
0,3,2,,157,FiratYARDIMCI,8520,TUR,58.196,,
0,PEN,1,,132,DOTTITommaso,7604,ITA,PEN,,
1,1,1,,150,FreekvanderWART,7269,NED,42.696,,
1,2,2,,159,DmytroPOLTAVETS,7221,UKR,43.243,,
1,3,3,,117,KOLENCMartin,8604,CRO,44.699,,
2,1,2,,102,JUNGHyunWoo(Andy),8575,AUS,42.960,,
2,2,1,,136,YumaSAKURAI,6182,JPN,43.081,,
2,3,3,,158,SerhiyLIFYRENKO,6826,UKR,43.538,,
2,4,4,,106,GEORGIEVDimitar,8541,BUL,44.312,,
3,1,1,,137,HirokiYOKOYAMA,7932,JPN,42.997,,
3,2,2,,101,PierreBODA,7588,AUS,43.082,,
3,3,3,,103,MathiasVOSTE,7888,BEL,43.249,,
3,4,4,,105,MaksimSIARHEYU,7771,BLR,43.874,,
