season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,1,1,1,,329,RUSSIA,9029,RUS,7:02.724,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,1,2,3,,325,NETHERLANDS,9027,NED,notime,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,1,2,2,,304,BELGIUM,9013,BEL,notime,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,1,PEN,4,,314,GREATBRITAIN,9019,GBR,PEN,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,2,1,1,,309,CHINA,9022,CHN,7:08.000,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,2,2,5,,333,UNITEDSTATES,9032,USA,7:10.715,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,2,3,4,,327,POLAND,9028,POL,7:12.150,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,2,4,2,,321,KAZAKHSTAN,9025,KAZ,7:12.257,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,2,5,3,,305,BULGARIA,9015,BUL,7:19.214,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,3,2,3,,317,ITALY,9023,ITA,6:54.807,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,3,3,5,,311,FRANCE,9018,FRA,7:07.325,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,3,4,4,,303,BELARUS,9014,BLR,7:10.330,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,3,5,1,,330,TURKEY,9030,TUR,7:13.313,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,4,1,4,,323,KOREA,9026,KOR,7:06.298,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,4,2,3,,315,HUNGARY,9021,HUN,7:06.367,Q
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,4,3,2,,319,JAPAN,9024,JPN,7:06.602,
2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),5000mRelay,m,Heats,4,4,1,,301,AUSTRALIA,9012,AUS,7:18.231,
