race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,1,,,KIMDong-Sung,6944,KOR,2:23.462,,
0,2,2,,,EricBEDARD,6703,CAN,2:23.512,,
0,3,3,,,DanielWEINSTEIN,6940,USA,2:23.565,,
0,4,5,,,FENGKai,6058,CHN,2:23.646,,
0,5,6,,,SimonvanVOSSEL,7098,BEL,2:23.961,,
0,6,4,,,BrunoLOSCOS,6643,FRA,2:24.511,,
1,1,2,,,SatoruTERAO,6320,JPN,2:26.433,,
1,2,6,,,LIJiajun,7095,CHN,2:26.465,,
1,3,1,,,ANYulong,6656,CHN,2:26.528,,
1,4,4,,,TakafumiNISHITANI,6323,JPN,2:26.948,,
1,5,3,,,MatthewJASPER,7093,GBR,2:27.232,,
1,6,5,,,NickyGOOCH,6640,GBR,3:11.496,,
2,1,1,,,Francois-LouisTREMBLAY,6704,CAN,2:26.976,,
2,3,3,,,FabioCARTA,6001,ITA,2:27.191,,
2,4,4,,,ApoloAntonOHNO,6497,USA,2:27.225,,
2,5,5,,,NicolaFRANCESCHINA,6331,ITA,2:27.830,,
2,6,6,,,TCHESHUKINAnton,6896,RUS,2:28.837,,
