season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,1,1,3,,304,BELGIUM,9013,BEL,6:57.894,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,1,2,4,,310,CHINA,9022,CHN,6:58.942,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,1,3,1,,330,UNITEDSTATES,9032,USA,7:00.961,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,1,4,2,,302,BELARUS,9014,BLR,7:01.314,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,2,1,2,,326,RUSSIA,9029,RUS,6:45.745,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,2,2,1,,318,KAZAKHSTAN,9025,KAZ,6:46.212,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,2,3,3,,316,JAPAN,9024,JPN,6:46.847,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,2,4,4,,306,BULGARIA,9015,BUL,7:32.737,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,3,2,1,,311,FRANCE,9018,FRA,7:00.831,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,3,3,2,,315,ITALY,9023,ITA,7:03.551,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,3,4,5,,329,UKRAINE,9031,UKR,7:28.852,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,3,5,3,,301,AUSTRIA,9074,AUT,7:38.261,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,4,1,4,,320,KOREA,9026,KOR,6:58.624,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,4,2,2,,307,CANADA,9016,CAN,7:02.563,Q
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,4,3,3,,327,TURKEY,9030,TUR,7:29.922,
2016-2017,ISU World Cup 2016/17 - Minsk (BLR),5000mRelay,m,Heats,4,PEN,1,,313,GREATBRITAIN,9019,GBR,PEN,
