season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",3000mRelay,w,SemiFinals,1,1,2,,203,UNITEDSTATES,7316,USA,4:24.075,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",3000mRelay,w,SemiFinals,1,2,1,,202,GERMANY,7313,GER,4:24.584,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",3000mRelay,w,SemiFinals,2,2,2,,204,RUSSIA,7315,RUS,4:24.166,
2006-2007,"ISU World Cup 2006/2007, Netherlands, Heerenveen",3000mRelay,w,SemiFinals,2,3,1,,205,NETHERLANDS,7322,NED,4:24.253,
