season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,1,1,4,,315,CHINA,7303,CHN,6:45.932,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,1,2,1,,324,NETHERLANDS,7321,NED,6:46.247,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,1,3,3,,316,FRANCE,7319,FRA,6:58.379,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,1,4,2,,326,UKRAINE,7308,UKR,7:00.070,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,2,2,2,,314,CANADA,7309,CAN,6:48.315,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,2,3,1,,319,HUNGARY,7324,HUN,6:58.397,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,2,4,4,,322,KAZAKHSTAN,7356,KAZ,7:07.867,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,3,1,2,,323,KOREA,7300,KOR,6:44.418,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,3,2,1,,320,ITALY,7301,ITA,6:44.966,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,3,3,3,,318,GERMANY,7302,GER,6:49.472,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,4,1,4,,317,GREATBRITAIN,7320,GBR,6:54.230,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,4,2,1,,325,RUSSIA,7307,RUS,7:00.079,Q
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,4,3,3,,321,JAPAN,7310,JPN,7:01.366,
2013-2014,"ISU World Cup 2013/2014, Seoul (KOR)",5000mRelay,m,Heats,4,4,2,,313,AUSTRALIA,7305,AUS,7:12.776,
