season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,1,1,1,,952,CHINA,7311,CHN,4:24.958,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,1,2,2,,956,HUNGARY,7323,HUN,4:28.480,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,1,3,3,,962,RUSSIA,7315,RUS,4:30.706,
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,2,1,3,,951,CANADA,7312,CAN,4:23.452,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,2,2,4,,954,FRANCE,7354,FRA,4:24.096,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,2,3,1,,955,GERMANY,7313,GER,4:24.829,
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,2,4,2,,953,D.P.R.ofKorea,7555,PRK,4:28.775,
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,3,1,2,,957,ITALY,7317,ITA,4:21.091,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,3,2,3,,958,JAPAN,7304,JPN,4:21.195,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,3,3,4,,959,NETHERLANDS,7322,NED,4:32.009,
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,3,4,1,,960,POLAND,7332,POL,4:37.191,
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,4,1,2,,961,KOREA,7314,KOR,4:21.104,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,4,2,3,,963,UNITEDSTATES,7316,USA,4:23.179,Q
2005-2006,"2005 World Cup 3, Italy",3000MRelay,w,Heats,4,3,1,,950,BULGARIA,7335,BUL,4:23.629,
