race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,10,ZHOUYang,6222,CHN,1:34.480,QA
0,2,3,,26,YuiSAKAI,6229,JPN,1:34.658,QA
0,3,2,,52,HWANGHyunSun,7713,KOR,2:01.107,QB
0,4,4,,60,AlysonDUDEK,7290,USA,2:16.583,QB
1,1,2,,51,YANGShin-Young,7163,KOR,1:33.476,QA
1,2,3,,5,Marie-EveDROLET,6059,CAN,1:33.901,QA
1,3,5,,13,ZHANGHui,7550,CHN,1:34.510,QB
1,4,4,,58,LanaGEHRING,7254,USA,1:39.816,QB
