season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,1,1,2,,104,CHINA,9048,CHN,4:06.420,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,1,3,3,,112,JAPAN,9047,JPN,4:06.965,q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,1,4,4,,110,HUNGARY,9043,HUN,4:10.135,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,2,1,2,,114,KOREA,9044,KOR,4:10.206,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,2,2,1,,115,NETHERLANDS,9040,NED,4:10.280,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,2,3,3,,119,UNITEDSTATES,9045,USA,4:13.244,q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,2,4,4,,109,GREATBRITAIN,9171,GBR,4:19.033,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,3,1,1,,117,RUSSIA,9046,RUS,4:16.673,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,3,2,2,,111,ITALY,9039,ITA,4:16.880,Q
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,3,3,3,,116,POLAND,9041,POL,4:24.557,
2019-2020,ISU World Cup 2019/20 - Dresden (GER),3000mRelay,w,Quarterfinals,3,PEN,4,,107,FRANCE,9042,FRA,PEN,
