season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,1,1,4,,310,KOREA,9026,KOR,6:51.796,QA,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,1,2,2,,313,CHINA,9022,CHN,6:51.816,QA,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,1,3,3,,309,ITALY,9023,ITA,6:52.447,QB,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,1,4,1,,312,NETHERLANDS,9027,NED,6:53.386,QB,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,2,1,1,,314,CANADA,9016,CAN,7:05.640,QA,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,2,2,2,,316,HUNGARY,9021,HUN,7:05.755,QA,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,2,3,4,,315,UNITEDSTATES,9032,USA,7:05.849,QB,
2015-2016,ISU World Short Track Speed Skating Championships® 2016,5000mRelay,m,Semifinals,2,4,3,,311,RUSSIA,9029,RUS,7:06.204,QB,
