race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,,TakafumiNISHITANI,6323,JPN,43.338,,
0,2,3,,,FENGKai,6058,CHN,43.546,,
0,3,1,,,OlegGLEBOV,6495,RUS,44.340,,
0,4,2,,,YevgenYAKOVLEV,6751,UKR,44.486,,
1,2,4,,,MaurizioCARNINO,6333,ITA,43.888,,
1,3,3,,,LucBRIGATTI,6645,FRA,44.683,,
1,4,1,,,DaveVERSTEEG,6540,NED,44.705,,
2,1,3,,,MarcGAGNON,6701,CAN,43.311,,
2,2,4,,,RustySMITH,6496,USA,43.389,,
2,3,1,,,LeonFLACK,6641,GBR,43.812,,
2,4,2,,,NikolayFEDORENKO,6312,KAZ,45.126,,
3,1,1,,,SatoruTERAO,6320,JPN,44.019,,
3,2,4,,,BrunoLOSCOS,6643,FRA,44.615,,
3,3,2,,,BalazsKNOCH,6341,HUN,45.026,,
3,4,3,,,SimonvanVOSSEL,7098,BEL,46.703,,
4,1,3,,,EricBEDARD,6703,CAN,43.566,,
4,2,4,,,ANYulong,6656,CHN,43.608,,
4,3,2,,,GisleTVERLAND,7063,NOR,43.694,,
4,4,1,,,ApoloAntonOHNO,6497,USA,43.826,,
5,1,3,,,NickyGOOCH,6640,GBR,44.115,,
5,2,5,,,JonathanGUILMETTE,6702,CAN,44.148,,
5,3,2,,,DenisZASLAVSKY,6335,ISR,44.191,,
5,4,1,,,AndreHARTWIG,6635,GER,44.651,,
5,5,4,,,MiroslavBOIADJIEV,6777,BUL,44.913,,
6,1,1,,,DanielWEINSTEIN,6940,USA,43.647,,
6,2,4,,,MINRyoung,6619,KOR,43.721,,
6,3,2,,,MartinJOHANSSON,6509,SWE,43.894,,
6,4,3,,,MarkJACKSON,6941,NZL,44.593,,
7,1,4,,,YugoSHINOHARA,6325,JPN,44.502,,
7,2,2,,,LEESeung-Jae,6621,KOR,44.649,,
7,3,3,,,PieterGYSEL,6425,BEL,44.950,,
7,4,1,,,CeesJUFFERMANS,6072,NED,1:25.873,,
