race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,125,SHIJingnan,7728,CHN,1:27.441,Q
0,2,3,,189,FreekvanderWART,7269,NED,1:27.496,Q
0,3,4,,118,SamuelGIRARD,8600,CAN,1:27.588,
0,PEN,1,,177,LEEJungSu,7266,KOR,PEN,
1,1,1,,196,SemenELISTRATOV,7293,RUS,1:26.232,Q
1,2,3,,124,HANTianyu,8388,CHN,1:26.547,Q
1,3,2,,164,YoshiakiOGURO,7743,JPN,1:27.602,
1,4,4,,137,RichardSHOEBRIDGE,7825,GBR,1:28.039,
1,5,5,,217,PIVIROTTORyan,8650,USA,1:30.568,
2,1,3,,175,HANSeungSoo,8673,KOR,1:25.330,Q
2,2,2,,117,PatrickDUFFY,7917,CAN,1:25.645,Q
2,3,1,,151,ShaolinSandorLIU,7928,HUN,1:25.732,q
2,4,4,,126,WUDajing,7729,CHN,1:25.946,
3,1,1,,179,SEOYiRa,7940,KOR,1:29.804,Q
3,2,4,,166,RyosukeSAKAZUME,7542,JPN,1:30.144,Q
3,3,2,,109,YauheniRYZHOU,7772,BLR,1:30.600,
3,4,3,,205,SelimTANRIKULU,7760,TUR,1:33.013,
4,1,1,,119,HAMELINCharles,6610,CAN,1:25.822,Q
4,2,2,,195,VictorAN,8344,RUS,1:25.836,Q
4,3,3,,188,AdwinSNELLINK,7935,NED,1:26.629,
4,4,4,,101,PierreBODA,7588,AUS,1:26.639,
5,2,3,,150,ShaoangLIU,8564,HUN,1:26.281,Q
5,3,4,,198,VladimirGRIGOREV,7826,RUS,1:26.423,
5,4,2,,171,NIKISHADenis,8396,KAZ,1:26.991,
