race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,121,MaximeCHATAIGNIER,6106,FRA,42.692,Q,
0,2,1,,152,NielsKERSTHOLT,7067,NED,42.722,Q,
0,3,3,,103,SiarheiYAKUSHKOU,6923,BLR,42.940,,
0,4,4,,117,VojtechLOUDIN,7597,CZE,42.975,,
1,1,1,,163,EvgeniiKOZULIN,7272,RUS,42.166,Q,
1,2,3,,134,PeterDARAZS,6465,HUN,42.406,Q,
1,3,2,,156,BartoszKONOPKO,7169,POL,42.429,q,
1,4,4,,124,PaulHERRMANN,6803,GER,42.467,,
2,2,2,,130,AnthonyDOUGLAS,6301,GBR,42.341,Q,
2,3,1,,112,KirilPANDOV,6779,BUL,42.844,q,
2,4,5,,149,JanisPIUSS,7179,LAT,45.083,,
2,DQ,3,,140,BYKANOVVladislav,6178,ISR,DQ,,
3,1,1,,118,ThibautFAUCONNET,6785,FRA,42.292,Q,
3,2,4,,166,PeterJELEN,7077,SVK,43.042,Q,
3,3,2,,153,BREEUWSMADaan,7218,NED,43.934,ADV,
3,DQ,3,,142,NicolasBEAN,7541,ITA,DQ,,
4,1,1,,135,ViktorKNOCH,6177,HUN,41.869,Q,
4,2,2,,151,KNEGTSjinkie,7352,NED,41.969,Q,
4,3,3,,162,SergeyPRANKEVICH,7048,RUS,42.012,q,
4,4,4,,122,BenjaminMACE,7357,FRA,42.103,,
5,1,1,,129,JonELEY,6592,GBR,42.099,Q,
5,2,2,,143,CONFORTOLAYuri,6561,ITA,42.159,Q,
5,3,3,,157,JakubJAWORSKI,6816,POL,42.255,q,
5,4,4,,161,RuslanZAKHAROV,6935,RUS,42.329,,
