season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,1,3,,99,AllisonBAVER,6533,USA,2:27.587,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,2,5,,30,StephanieBOUVIER,6709,FRA,2:27.709,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,3,1,,14,TaniaVICENT,6662,CAN,2:27.845,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,4,4,,68,AnnitavanDOORN,6440,NED,2:28.706,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,5,2,,46,ErikaHUSZAR,6373,HUN,2:28.808,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,1,6,6,,105,EvitaKRIEVANE,6833,LAT,2:33.587,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,2,2,5,,98,Hyo-JungKIM,6921,USA,2:27.442,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,2,3,4,,79,BYUNChun-Sa,7103,KOR,2:27.497,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,2,4,1,,52,AriannaFONTANA,6227,ITA,2:27.633,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,2,5,2,,82,KatalinKRISTO,6514,ROU,2:28.962,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,2,6,3,,31,Min-KyungCHOI,6965,FRA,2:31.025,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,1,4,,81,JINSun-Yu,6108,KOR,2:26.841,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,2,2,,11,AmandaOVERLAND,7079,CAN,2:27.730,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,3,1,,51,MartaCAPURSO,6328,ITA,2:27.973,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,4,3,,35,YvonneKUNZE,6363,GER,2:28.508,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,5,6,,32,MyrtilleGOLLIN,6714,FRA,2:29.811,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,3,DQ,5,,44,RozsaDARAZS,6797,HUN,DQ,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,1,7,,16,YANGAYang,6649,CHN,2:25.076,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,2,6,,6,EvgeniaRADANOVA,6775,BUL,2:25.180,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,3,1,,53,KatiaZINI,6076,ITA,2:25.431,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,4,2,,22,KaterinaNOVOTNA,6647,CZE,2:25.751,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,5,4,,65,LiesbethMAUASAM,6444,NED,2:25.987,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,6,3,,61,IkueTESHIGAWARA,6315,JPN,2:27.195,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,4,7,5,,45,BernadettHEIDUM,6798,HUN,2:27.196,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,1,6,,19,CHENGXiaoLei,7094,CHN,2:26.925,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,2,4,,13,AnoukLEBLANC-BOUCHER,6795,CAN,2:27.113,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,3,5,,57,MikaOZAWA,6318,JPN,2:27.533,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,4,2,,40,SarahLINDSAY,6056,GBR,2:28.373,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,5,3,,37,AikaKLEIN,6359,GER,2:28.507,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,5,6,1,,67,MaureendeLANGE,6535,NED,2:30.043,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,1,2,,78,CHOIEun-Kyung,6943,KOR,2:30.411,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,2,4,,56,YukaKAMINO,6945,JPN,2:31.039,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,3,1,,100,KimberlyDERRICK,6246,USA,2:31.761,Q
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,4,3,,1,EmilyROSEMOND,6736,AUS,2:34.625,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,DNS,5,,26,YUNJongSuk,6250,PRK,DNS,
2005-2006,"2005 World Cup 4, Netherlands",1500M,w,QuarterFinals,6,DQ,6,,42,HANYueshuang,6572,HKG,DQ,
