race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,70,TRANAaron,8528,USA,2:24.760,Q
0,2,5,,68,HOOGERWERFDylan,8497,NED,2:24.762,Q
0,3,2,,25,MaksimSIARHEYU,7771,BLR,2:25.235,
0,4,4,,94,NEMIROVladyslav,8719,UKR,2:28.034,
0,PEN,6,,161,ADAMSKIPawel,9284,POL,PEN,
0,PEN,1,,182,KRUZBERGSRoberts,9117,LAT,PEN,
1,1,1,,23,DOTTITommaso,7604,ITA,2:22.823,Q
1,2,4,,62,CASSINELLIAndrea,7741,ITA,2:22.956,Q
1,3,3,,38,GEORGIEVDimitar,8541,BUL,2:23.886,
1,4,2,,33,ANDERMANNDominic,8078,AUT,2:27.325,
1,5,5,,66,BillySIMMS,7926,GBR,2:27.431,
1,6,6,,192,StriborSUMAN,9235,CRO,2:29.616,
2,1,6,,205,KiichiSHIGEHIRO,9110,JPN,2:19.433,Q
2,2,4,,169,AaronHEO,9302,USA,2:19.531,Q
2,3,1,,190,LIKongchao,9516,CHN,2:19.613,q
2,4,2,,209,deROSEEthan,9281,NZL,2:20.182,
2,5,5,,183,TrevorXuXuanTAN,9420,SGP,2:20.244,
2,6,3,,184,KANCHARINNatthapat,9428,THA,2:20.381,
3,1,1,,26,HANDEIOleh,9073,UKR,2:33.450,Q
3,2,5,,106,CHOEUnSong,9063,PRK,2:33.512,Q
3,3,6,,217,OmerFarukSAYLAR,9435,TUR,2:36.768,
3,4,2,,196,TobiasPIETZSCH,8735,GER,3:00.480,
3,5,3,,135,LUEDTKEAdrian,9104,GER,3:03.189,
3,6,4,,174,KAZHGALINurtilek,8676,KAZ,3:15.900,
4,1,1,,191,TIANJialong,9518,CHN,2:24.323,Q
4,2,6,,128,YUSongnan,9388,CHN,2:24.800,Q
4,3,3,,36,NicolasLABORDE,9096,COL,2:25.265,
4,4,2,,92,EdinBRANKOVIC,7256,BIH,2:26.881,
4,5,4,,134,TREACYEthan,9323,GBR,2:48.675,ADV
4,PEN,5,,160,KUCZYNSKILukasz,8712,POL,PEN,
5,1,4,,150,GALIAKHMETOVAdil,9260,KAZ,2:25.679,Q
5,2,2,,206,YevgeniyREBIK,8714,KAZ,2:26.177,Q
5,3,5,,24,PETREWard,8708,BEL,2:26.683,
5,4,3,,85,JackBURROWS,9101,GBR,2:28.265,
5,5,6,,200,AshwinCalenDSILVA,9246,IND,2:33.591,
5,PEN,1,,86,LiamO'BRIEN,9163,AUS,PEN,
