season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,1,1,1,,3,ShaolinSandorLIU,7928,HUN,1:26.110,QA,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,1,3,3,,144,VictorAN,8344,RUS,1:26.318,QB,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,1,4,4,,14,LEPAPESebastien,7554,FRA,1:26.502,QB,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,1,5,5,,81,TREACYFarrell,8392,GBR,1:26.957,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,1,1,,62,KNEGTSjinkie,7352,NED,1:25.495,QA,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,2,4,,5,ShaoangLIU,8564,HUN,1:25.610,QA,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,3,2,,27,ViktorKNOCH,6177,HUN,1:25.723,QB,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,4,6,,83,SHULGINOVAlexander,8752,RUS,1:25.838,QB,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,5,3,,43,DOTTITommaso,7604,ITA,1:25.938,,
2016-2017,ISU European Short Track Speed Skating Championships 2017,1000m,m,Semifinals,2,6,5,,45,ANIKEJRafal,8749,POL,1:26.243,,
