season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,1,1,3,,221,JAPAN,7310,JPN,6:51.662,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,1,2,4,,223,KOREA,7300,KOR,6:51.801,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,1,3,2,,217,GERMANY,7302,GER,6:52.061,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,1,4,1,,219,HUNGARY,7324,HUN,7:04.197,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,2,1,3,,218,GREATBRITAIN,7320,GBR,7:00.367,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,2,2,1,,224,NETHERLANDS,7321,NED,7:00.612,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,2,3,4,,216,FRANCE,7319,FRA,7:03.071,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,2,DNS,2,,213,BULGARIA,7392,BUL,DNS,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,3,1,2,,227,UNITEDSTATES,7306,USA,7:04.448,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,3,2,1,,215,CHINA,7303,CHN,7:05.664,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,3,3,3,,212,AUSTRALIA,7305,AUS,7:12.314,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,3,4,4,,222,KAZAKHSTAN,7356,KAZ,7:15.833,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,4,2,3,,226,RUSSIA,7307,RUS,6:54.200,Q
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,4,3,4,,220,ITALY,7301,ITA,6:59.198,
2011-2012,"ISU World Cup 2011/2012, USA, Salt Lake City",5000mRelay,m,Heats,4,4,1,,225,POLAND,7326,POL,7:02.271,
