race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,212,MathieuTURCOTTE,6705,CAN,2:23.402,
0,2,4,,207,PieterGYSEL,6425,BEL,2:23.411,
0,3,1,,220,JonELEY,6592,GBR,2:23.887,
0,4,5,,218,CHARPENTIERXavier,6927,FRA,2:23.966,
0,5,2,,246,DariuszKULESZA,6817,POL,2:24.118,
1,1,2,,240,LEEHo-Suk,6856,KOR,2:31.511,
1,2,3,,238,SatoruTERAO,6320,JPN,2:31.903,
1,3,4,,247,ViacheslavKURGINIAN,6934,RUS,2:33.802,
1,DQ,1,,206,WimdeDEYNE,6699,BEL,DQ,
2,1,3,,216,LIYe,6655,CHN,2:27.622,
2,2,2,,244,CeesJUFFERMANS,6072,NED,2:27.696,
2,3,5,,229,FabioCARTA,6001,ITA,2:27.799,
2,4,4,,204,MarkMcNEE,6432,AUS,2:29.356,
2,5,1,,248,MikhailRAJINE,6569,RUS,2:33.809,
3,1,2,,239,AHNHyun-Soo,6618,KOR,2:29.808,
3,2,4,,232,NicolaRODIGARI,6332,ITA,2:29.885,
3,3,1,,227,PeterDARAZS,6465,HUN,2:30.281,
3,4,3,,226,SebastianPRAUS,6364,GER,2:30.292,
4,1,4,,210,HAMELINCharles,6610,CAN,2:19.469,
4,2,2,,215,LIJiajun,7095,CHN,2:19.631,
4,3,5,,251,AlexIZYKOWSKI,6627,USA,2:19.731,
4,4,3,,224,TysonHEUNG,6240,GER,2:20.075,
4,5,1,,219,JeanCharlesMATTEI,6057,FRA,2:43.543,
5,1,4,,254,ApoloAntonOHNO,6497,USA,2:23.668,
5,2,1,,245,NielsKERSTHOLT,7067,NED,2:23.854,
5,4,5,,237,HayatoSUEYOSHI,6321,JPN,2:25.280,
5,DQ,3,,249,MatusUZAK,6510,SVK,DQ,
