race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,64,LIJiajun,7095,CHN,1:30.909,Q
0,2,2,,81,TakafumiNISHITANI,6323,JPN,1:31.322,Q
0,3,3,,108,VolodymyrCHERNEGA,6041,UKR,1:33.281,
0,4,4,,115,AHNHyun-Soo,6618,KOR,1:53.717,
1,2,3,,60,JonathanGUILMETTE,6702,CAN,1:30.691,Q
1,3,2,,77,NicolaFRANCESCHINA,6331,ITA,1:30.851,
1,4,1,,102,AlexanderGERTSIKOV,6570,RUS,1:31.117,
2,1,4,,78,NicolaRODIGARI,6332,ITA,1:32.224,Q
2,2,2,,63,MathieuTURCOTTE,6705,CAN,1:32.370,Q
2,3,1,,67,GUOWei,6654,CHN,1:32.960,
2,4,3,,51,AlexMcEWAN,6428,AUS,1:34.717,
3,1,4,,82,SatoruTERAO,6320,JPN,1:32.669,Q
3,2,3,,65,LIYe,6655,CHN,1:32.728,Q
3,3,2,,76,FabioCARTA,6001,ITA,2:07.882,
3,DQ,1,,69,JeanCharlesMATTEI,6057,FRA,DQ,
