season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,1,1,3,,413,RUSSIA,7307,RUS,6:57.098,QA
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,1,2,1,,411,KOREA,7300,KOR,6:57.719,QA
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,1,3,4,,410,KAZAKHSTAN,7356,KAZ,6:58.091,QB
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,1,4,2,,408,ITALY,7301,ITA,6:58.267,QB
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,2,1,2,,403,CHINA,7303,CHN,6:50.190,QA
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,2,3,4,,405,GREATBRITAIN,7320,GBR,6:53.610,QB
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),5000mRelay,m,Semifinals,2,4,3,,404,FRANCE,7319,FRA,6:55.970,QB
