race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,101,PeterJELEN,7077,SVK,45.946,Q
0,3,3,,103,DavidGROSSENBACHER,6962,SUI,46.602,
0,4,4,,97,YaroslavKARPOUKHIN,6445,RUS,1:05.542,
1,1,2,,12,PieterGYSEL,6425,BEL,44.226,Q
1,2,4,,104,SaschaLAUBER,6634,SUI,44.389,Q
1,3,3,,16,FelipedeSOUZA,6114,BRA,51.834,
1,4,1,,57,SergeiKASTOV,6591,ISR,58.074,
2,1,2,,61,RobertoSERRA,6463,ITA,44.234,Q
2,2,4,,70,HaraldsSILOVS,6458,LAT,44.278,Q
2,3,3,,11,SiarheiYAKUSHKOU,6923,BLR,44.679,q
2,4,1,,55,SubodhBalavantPATIL,6241,IND,50.519,
3,1,2,,27,LIHaonan,6658,CHN,43.937,Q
3,2,1,,38,MatthieudeBOISSET,6467,FRA,44.148,Q
3,3,3,,78,MatthewFULLER,6448,NZL,44.427,q
3,4,4,,33,PetrHARGAS,6171,CZE,44.548,
4,1,1,,20,MathieuTURCOTTE,6705,CAN,43.873,Q
4,2,3,,3,AlexMcEWAN,6428,AUS,44.434,Q
4,3,4,,80,KrystianZDROJKOWSKI,6515,POL,44.538,q
4,4,2,,7,MichaelKOCH,6680,AUT,45.568,
5,1,3,,112,RustySMITH,6496,USA,44.251,Q
5,2,4,,45,JonELEY,6592,GBR,44.279,Q
5,3,1,,74,NielsKERSTHOLT,7067,NED,44.419,q
5,4,2,,2,MarkMcNEE,6432,AUS,44.841,
6,1,3,,21,Francois-LouisTREMBLAY,6704,CAN,43.975,Q
6,2,1,,5,LachlanHAY,6845,AUS,44.501,Q
6,3,2,,68,NikolayFEDORENKO,6312,KAZ,45.101,
6,4,4,,34,LaugeHyeLANGKJER,6194,DEN,48.810,
7,1,1,,85,SONGSuk-Woo,7086,KOR,44.024,Q
7,2,2,,13,WimdeDEYNE,6699,BEL,44.070,Q
7,3,4,,17,KirilPANDOV,6779,BUL,44.476,q
7,4,3,,56,BYKANOVVladislav,6178,ISR,45.209,
8,1,1,,96,MikhailRAJINE,6569,RUS,43.964,Q
8,2,4,,15,DriesCELIS,6113,BEL,44.062,Q
8,3,3,,18,AssenPANDOV,6778,BUL,44.296,ADV
8,DQ,2,,36,ThibautFAUCONNET,6785,FRA,DQ,
9,1,2,,63,SatoruTERAO,6320,JPN,44.354,Q
9,2,1,,62,NicolaFRANCESCHINA,6331,ITA,44.387,Q
9,3,3,,30,LOWei-Lin,6938,TPE,45.696,
9,4,4,,102,BenjaminSTUTHRIDGE,7102,RSA,47.737,
10,1,2,,107,VolodymyrCHERNEGA,6041,UKR,44.262,Q
10,2,3,,99,MatusUZAK,6510,SVK,44.325,Q
10,3,1,,82,KarolBOBOWICZ,6070,POL,45.737,ADV
10,DQ,4,,77,MarkJACKSON,6941,NZL,DQ,
11,1,2,,50,PeterDARAZS,6465,HUN,44.783,Q
11,2,3,,46,PaulSTANLEY,7054,GBR,45.171,Q
11,3,4,,31,CHENGEricI,6937,TPE,46.326,
11,DNF,1,,10,IvanBIALOU,6217,BLR,DNF,
12,1,3,,22,EricBEDARD,6703,CAN,44.085,Q
12,2,2,,26,LIYe,6655,CHN,44.132,Q
12,3,1,,43,ArianNACHBAR,6637,GER,44.418,q
12,4,4,,69,ArturSULTANGALIYEV,6158,KAZ,46.771,
13,1,1,,110,ApoloAntonOHNO,6497,USA,44.605,Q
13,2,4,,81,DariuszKULESZA,6817,POL,44.640,Q
13,3,3,,9,AliaksandrANTANENKA,6850,BLR,45.135,
13,4,2,,100,TomasGRESCHNER,6633,SVK,53.065,
14,1,2,,105,VolodymyrGRYGORIEV,6741,UKR,44.338,Q
14,2,4,,76,ThomasMOGENDORFF,6814,NED,44.532,Q
14,3,3,,6,BenjaminKOCH,6847,AUT,46.723,
14,4,1,,71,GanbatJARGALANCHULUUN,6543,MGL,48.531,
15,1,3,,42,AndreHARTWIG,6635,GER,44.031,Q
15,2,2,,59,NicolaRODIGARI,6332,ITA,44.085,Q
15,3,1,,52,ViktorKNOCH,6177,HUN,44.150,q
15,4,4,,72,CeesJUFFERMANS,6072,NED,44.193,
16,1,4,,88,LEEHo-Suk,6856,KOR,44.469,Q
16,2,1,,115,AndrePULEC,6054,AUT,44.873,Q
16,3,2,,35,JeanCharlesMATTEI,6057,FRA,45.252,
16,4,3,,19,NikolaySTANCHEV,7045,BUL,45.677,
17,1,2,,111,JPKEPKA,6501,USA,43.849,Q
17,2,4,,94,AlexanderGERTSIKOV,6570,RUS,44.386,Q
17,3,3,,51,GaborGALAMBOS,6010,HUN,44.848,
17,4,1,,89,ZoltanKRISTO,6386,,45.375,
18,1,3,,40,TysonHEUNG,6240,GER,45.646,Q
18,2,2,,32,JarmilHRUZA,6503,CZE,46.506,Q
18,3,1,,106,YevgenYAKOVLEV,6751,UKR,1:00.071,
18,DQ,4,,64,TakahiroFUJIMOTO,6277,JPN,DQ,
19,1,1,,25,LIJiajun,7095,CHN,43.543,Q
19,2,3,,66,TakafumiNISHITANI,6323,JPN,43.656,Q
19,3,2,,48,TomIVESON,6898,GBR,43.820,q
19,4,4,,79,BlakeSKJELLERUP,6549,NZL,45.355,
