season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,1,1,5,,156,VladimirGRIGOREV,7826,RUS,1:26.131,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,1,2,3,,136,CONFORTOLAYuri,6561,ITA,1:26.335,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,1,3,1,,129,JackWHELBOURNE,7437,GBR,1:26.478,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,1,4,4,,113,VojtechLOUDIN,7597,CZE,1:27.076,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,1,5,2,,146,NielsKERSTHOLT,7067,NED,1:51.809,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,2,2,2,,116,ThibautFAUCONNET,6785,FRA,1:25.185,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,2,3,3,,120,PaulHERRMANN,6803,GER,1:25.231,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,2,4,4,,132,ViktorKNOCH,6177,HUN,1:26.438,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,2,5,5,,138,AnthonyLOBELLO,8441,ITA,1:31.173,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,3,1,5,,148,FreekvanderWART,7269,NED,1:26.368,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,3,2,4,,155,SemenELISTRATOV,7293,RUS,1:26.371,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,3,3,3,,127,RichardSHOEBRIDGE,7825,GBR,1:26.546,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,3,4,1,,107,MathiasVOSTE,7888,BEL,1:26.670,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,3,5,2,,137,DOTTITommaso,7604,ITA,2:10.631,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,4,1,4,,147,KNEGTSjinkie,7352,NED,1:25.001,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,4,2,1,,133,ShaolinSandorLIU,7928,HUN,1:25.056,Q,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,4,3,3,,135,BYKANOVVladislav,6178,ISR,1:25.168,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,4,4,5,,123,RobertSEIFERT,6176,GER,1:25.518,,
2013-2014,ISU European Short Track Speed Skating Championships 2014,1000m,m,Quarterfinals,4,5,2,,118,LEPAPESebastien,7554,FRA,1:25.754,,
