season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,1,1,,16,XIAOHan,7962,CHN,2:35.390,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,2,5,,26,AnnaSEIDEL,8562,GER,2:35.462,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,3,2,,30,KONYAZsofia,7701,HUN,2:35.523,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,4,4,,41,MiwakoYAMAURA,8475,JPN,2:36.505,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,5,6,,67,EkaterinaSTRELKOVA,8378,RUS,3:12.630,ADV,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,1,6,3,,66,PROSVIRNOVASofia,8509,RUS,3:12.924,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,2,1,2,,46,CHOIMinJeong,8625,KOR,2:24.673,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,2,3,5,,39,KIKUCHISumire,7980,JPN,2:25.915,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,2,4,4,,9,KimBOUTIN,8542,CAN,2:28.204,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,2,5,6,,56,AafkeSOET,8094,NED,2:33.471,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,2,6,1,,11,NamastheeHARRIS-GAUTHIER,8544,CAN,3:08.709,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,1,1,,45,AHNSeJung,7985,KOR,2:26.169,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,2,6,,14,HANYuTong,8365,CHN,2:26.246,Q,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,3,4,,49,AgneSEREIKAITE,7708,LTU,2:28.085,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,4,2,,55,SCHULTINGSuzanne,8493,NED,2:28.181,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,5,3,,58,MALISZEWSKANatalia,8437,POL,2:28.305,,
2013-2014,ISU World Junior Short Track Speed Skating Championships 2014,1500m,w,Semifinals,3,6,5,,13,GUOYihan,8364,CHN,2:30.175,,
