season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,1,1,2,,163,LeonBLOEMHOF,8634,NED,1:35.042,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,1,2,3,,103,JUNGHyunWoo(Andy),8575,AUS,1:35.102,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,1,3,1,,109,DESMETStijn,8706,BEL,1:35.289,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,1,4,5,,139,AlexVARNYU,8337,HUN,1:35.548,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,1,5,4,,143,ANTONIOLIMattia,8572,ITA,1:36.189,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,2,1,2,,160,RobertsZVEJNIEKS,8490,LAT,1:47.337,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,2,2,4,,104,ArmstrongLAZENBY,7968,AUS,2:01.182,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,2,3,1,,126,FERCOQQuentin,8605,FRA,2:17.507,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,2,PEN,3,,187,FiratYARDIMCI,8520,TUR,PEN,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,3,1,2,,148,KIKUCHIKota,8620,JPN,1:33.699,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,3,2,4,,110,PETREWard,8708,BEL,1:33.849,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,3,3,3,,190,ShanerLEBAUER,8760,USA,1:34.606,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,3,4,5,,182,SUJun-Peng,8643,TPE,1:34.769,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,3,5,1,,113,GEORGIEVDimitar,8541,BUL,1:36.300,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,4,1,1,,166,HOOGERWERFDylan,8497,NED,1:40.093,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,4,2,4,,173,AleksandrKOVAL,8512,RUS,1:40.298,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,4,3,2,,191,TRANAaron,8528,USA,1:40.370,,
2014-2015,ISU World Junior Short Track Speed Skating Championships® 2015,1000m,m,RankingRaces-Heats,4,4,3,,167,ZacharyBIGGS,8635,NZL,1:40.632,,
