season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,1,1,2,,,KOREA,7300,KOR,6:54.026,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,1,2,3,,,ITALY,7301,ITA,7:00.681,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,1,3,1,,,GERMANY,7302,GER,7:01.131,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,2,1,3,,,CHINA,7303,CHN,6:58.795,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,2,2,1,,,JAPAN,7304,JPN,7:05.137,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,2,3,2,,,RUSSIA,7307,RUS,7:12.351,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,3,1,3,,,BELGIUM,7897,BEL,7:05.826,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,3,2,4,,,GREATBRITAIN,7320,GBR,7:06.057,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,3,3,2,,,NETHERLANDS,7321,NED,7:06.255,
2001-2002,2001 World Cup - Amsterdam,5000MRelay,m,Heats,3,DQ,1,,,UKRAINE,7308,UKR,DQ,
