race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,3,,13,GeneveBELANGER,8359,CAN,1:38.659,Q,
0,2,4,,49,AnastassiyaKRESTOVA,7981,KAZ,1:39.545,Q,
0,3,2,,82,LexiBURKHOLDER,7992,USA,1:39.704,,
0,4,1,,22,BURICKatarina,8550,CRO,1:45.999,,
1,1,2,,52,KIMAlang,8484,KOR,1:48.457,Q,
1,2,3,,15,JoanieGERVAIS,8543,CAN,1:49.270,Q,
1,3,4,,80,Vira-NikaKHOMENKO,8469,UKR,1:54.161,ADV,
1,PEN,1,,60,RozaKOOYSTRA,8495,NED,PEN,,
2,1,2,,17,HANYuTong,8365,CHN,1:53.994,Q,
2,2,3,,11,MANOILOVAKatrin,8539,BUL,1:54.358,Q,
2,3,4,,21,CHUNGHsiao-Ying,7580,TPE,1:54.488,,
2,4,1,,33,AnnaSEIDEL,8562,GER,1:54.699,,
2,5,5,,58,AngelineHuiThengCHAN,8374,MAS,2:15.437,,
3,1,1,,57,AgneSEREIKAITE,7708,LTU,1:41.538,Q,
3,2,3,,32,MONVOISINAurelie,8556,FRA,1:41.750,Q,
3,3,2,,79,DOLGOPOLOVAMariya,8096,UKR,1:43.255,,
3,4,4,,77,PetraSULOVSKA,8515,SVK,1:46.512,,
4,2,2,,83,JacquelineCHEN,8381,USA,1:43.312,Q,
4,3,4,,76,AlicaPORUBSKA,8514,SVK,1:43.428,,
4,4,3,,26,MichaelaKUNCIROVA,8552,CZE,1:43.501,,
5,1,4,,53,KONGSangjeong,8485,KOR,1:41.602,Q,
5,2,3,,44,TokoNANRI,8369,JPN,1:42.601,Q,
5,3,1,,63,OliwiaGAWLICA,8501,POL,1:42.690,,
5,4,2,,3,KarynaHRYSCHANKA,7881,BLR,1:46.080,,
6,1,3,,35,KONYAZsofia,7701,HUN,1:39.621,Q,
6,2,1,,62,AafkeSOET,8094,NED,1:40.266,Q,
6,3,2,,34,ElisabethWITT,8076,GER,1:40.420,,
6,4,4,,27,SEJPALOVA-HRUZOVAMichaela,8553,CZE,1:42.444,,
7,1,2,,43,KIKUCHISumire,7980,JPN,1:39.765,Q,
7,2,4,,64,MALISZEWSKANatalia,8437,POL,1:39.872,Q,
7,3,1,,9,LiliaDZHUSTROVA,7957,BUL,1:42.951,,
7,4,3,,5,KatsiarinaSKLIARENKA,8458,BLR,1:44.645,,
8,1,1,,41,YleniaTOTA,8036,ITA,1:41.737,Q,
8,2,3,,45,KyokoTATSUMI,8371,JPN,1:41.982,Q,
8,3,2,,69,RenataSZOCS,7988,ROU,1:42.962,,
8,4,4,,56,MartaPASKEVICA,8488,LAT,1:44.459,,
9,1,2,,20,XIAOHan,7962,CHN,1:41.975,Q,
9,2,4,,85,AprilSHIN,8526,USA,1:42.535,Q,
9,3,1,,25,TerezaKOLESARIKOVA,8554,CZE,1:44.772,,
9,4,3,,75,DeannaSEE,8379,SGP,2:17.682,,
10,1,2,,71,MALAGICHEmina,7989,RUS,1:41.790,Q,
10,2,3,,61,SCHULTINGSuzanne,8493,NED,1:41.956,Q,
10,3,1,,6,NatalliaTSAULIKA,7907,BLR,1:44.056,,
10,4,4,,12,PENCHEVAZornica,8461,BUL,1:44.107,,
11,1,4,,74,ZAKHAROVAEvgeniya,7715,RUS,1:41.382,Q,
11,2,3,,31,MargauxMAURICE,8555,FRA,1:43.309,Q,
11,3,1,,7,FatimaOMERHODZIC,8531,BIH,1:57.991,,
11,4,2,,42,VALCEPINAArianna,7705,ITA,2:09.689,,
12,1,1,,19,LINYue,8548,CHN,1:44.402,Q,
12,2,3,,65,MAZURNicole,8421,POL,1:45.857,Q,
12,3,4,,24,NatalijaSMOGAR,8549,CRO,1:47.995,,
12,4,2,,55,IevaHAINO,7983,LAT,1:48.321,,
13,1,3,,68,TundeBALAZS,7883,ROU,1:57.700,Q,
13,2,2,,1,DeannaLOCKETT,7956,AUS,2:24.257,Q,
13,3,4,,81,IuliaKROMIDO,8522,UKR,2:24.599,,
13,PEN,1,,47,GulnurGANIYEVA,8372,KAZ,PEN,,
14,1,3,,73,EkaterinaSTRELKOVA,8378,RUS,1:45.856,Q,
14,2,1,,16,AudreyPHANEUF,8360,CAN,1:45.987,Q,
14,3,2,,23,LuciaAnaILIJIC,7974,CRO,1:49.970,,
14,4,4,,8,SamraSELIMBEGOVIC,8532,BIH,1:51.191,,
15,1,4,,30,HUOTMARCHANDTifany,7976,FRA,1:44.312,Q,
15,2,2,,2,MelanieBRANTNER,8077,AUT,1:47.470,Q,
15,3,1,,48,DaryaGONCHAROVA,8061,KAZ,2:00.370,,
15,4,3,,39,NicoleMARTINELLI,8089,ITA,2:05.193,,
