season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,1,4,,123,Marc-OlivierLEMAY,9093,CAN,2:31.733,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,2,7,,102,AlexBRYANT,8577,AUS,2:32.531,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,3,5,,145,AndrasSZIKLASI,9053,HUN,2:32.619,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,4,2,,197,JacobJANSSON,8589,SWE,2:33.959,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,5,6,,184,AttilaSZASZ,9130,ROU,2:34.419,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,6,3,,209,BogdanSIMONENKO,9141,UKR,2:37.019,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,1,7,1,,198,CHANGYin-Cheng,9138,TPE,2:37.355,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,2,1,7,,163,LIMYongJin,8767,KOR,2:20.858,Q,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,2,3,1,,141,LUEDTKEAdrian,9104,GER,2:25.734,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,2,4,2,,117,VladislavMIKHAILOV,9086,BLR,2:25.880,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,2,5,6,,208,StanislavOMELCHENKO,8524,UKR,2:28.473,,
2015-2016,ISU World Junior Short Track Speed Skating Championships® 2016,1500m,m,Heats,2,6,5,,194,OliverRINGER,8755,SVK,2:32.840,,
