season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,1,2,,219,LIYe,6655,CHN,2:22.738,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,2,6,,237,ViktorKNOCH,6177,HUN,2:22.912,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,3,5,,243,SatoruTERAO,6320,JPN,2:22.922,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,4,4,,207,WimdeDEYNE,6699,BEL,2:25.138,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,5,3,,258,BREEUWSMADaan,7218,NED,2:25.727,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,1,DQ,1,,238,SergeiKASTOV,6591,ISR,DQ,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,1,5,,241,NicolaRODIGARI,6332,ITA,2:28.099,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,2,3,,215,OlivierJEAN,6756,CAN,2:28.338,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,3,2,,265,EvgeniiKOZULIN,7272,RUS,2:28.771,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,4,4,,263,ZsoltIstvanPATAKI,6818,ROU,2:30.817,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,5,1,,262,RomanIZBICKI,6209,POL,2:30.880,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,2,6,6,,282,TSAIPing-Yuan,6583,TPE,2:34.683,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,1,5,,275,ApoloAntonOHNO,6497,USA,2:21.890,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,2,1,,257,NielsKERSTHOLT,7067,NED,2:22.472,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,3,2,,202,LachlanHAY,6845,AUS,2:23.131,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,4,6,,261,ZbigniewBRODKA,6096,POL,2:23.327,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,5,4,,242,RobertoSERRA,6463,ITA,2:23.443,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,3,6,3,,211,FelipedeSOUZA,6114,BRA,3:02.164,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,4,1,3,,276,JordanMALONE,6201,USA,2:31.797,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,4,2,2,,239,CONFORTOLAYuri,6561,ITA,2:31.981,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,4,3,1,,244,JunjiITO,6579,JPN,2:32.979,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,4,4,6,,210,KirilPANDOV,6779,BUL,2:34.278,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,4,5,4,,256,SAULITISJekabs,7267,LAT,2:39.317,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,5,1,1,,255,HaraldsSILOVS,6458,LAT,2:28.783,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,5,2,5,,229,TysonHEUNG,6240,GER,2:28.861,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,5,3,2,,260,BlakeSKJELLERUP,6549,NZL,2:30.338,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,5,4,3,,271,OleksiyKOSHELENKO,7121,UKR,2:30.694,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,5,5,4,,249,AslanDAUMOV,6119,KAZ,2:33.173,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,1,3,,250,SONGKyung-Taek,6574,KOR,2:22.722,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,2,4,,206,AndrePULEC,6054,AUT,2:23.045,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,3,6,,225,PetrHARGAS,6171,CZE,2:23.052,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,4,1,,212,SiarheiYAKUSHKOU,6923,BLR,2:25.264,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,5,5,,268,MatusUZAK,6510,SVK,2:28.053,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,6,DQ,2,,228,MaximeCHATAIGNIER,6106,FRA,DQ,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,1,4,,216,Francois-LouisTREMBLAY,6704,CAN,2:21.110,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,2,6,,221,LIUXiaoLiang,6233,CHN,2:21.182,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,3,3,,227,ThibautFAUCONNET,6785,FRA,2:21.263,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,4,1,,234,JonELEY,6592,GBR,2:21.443,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,5,5,,213,VitaliBAZYLENKO,7042,BLR,2:22.083,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,7,6,2,,226,VojtechLOUDIN,7597,CZE,2:24.421,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,8,2,1,,230,SebastianPRAUS,6364,GER,2:33.661,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,8,3,4,,209,AssenPANDOV,6778,BUL,2:34.535,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,8,4,2,,272,SerhiyLIFYRENKO,6826,UKR,2:35.854,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,8,5,3,,267,MiodragPOPOVIC,6244,SRB,2:41.343,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,9,1,2,,220,HUZe,6926,CHN,2:29.382,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,9,2,1,,235,OliverHORSEPOOL,6276,GBR,2:30.440,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,9,3,4,,269,TomasGRESCHNER,6633,SVK,2:30.492,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,9,4,3,,266,RuslanZAKHAROV,6935,RUS,2:30.518,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,9,5,5,,247,AndreySMETANIN,6459,KAZ,2:33.270,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,1,2,,254,KIMByeongJun,7287,KOR,2:24.042,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,2,4,,277,AnthonyLOBELLO,6958,USA,2:30.258,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,3,6,,281,CHENGEricI,6937,TPE,2:35.405,Q,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,4,5,,208,PieterGYSEL,6425,BEL,2:43.933,,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,5,1,,203,AlexanderMERRIMAN,6160,AUS,2:52.365,ADV,
2006-2007,"2007 ISU World Championships, Italy",1500M,m,Heats,10,DQ,3,,214,HAMELINCharles,6610,CAN,DQ,,
