race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,160,CharleCOURNOYER,8063,CAN,1:27.414,Q
0,2,3,,174,WATANABEKeita,7605,JPN,1:27.784,Q
0,3,5,,67,DavideVISCARDI,7440,ITA,1:28.714,q
0,4,1,,157,AliaksandrARLOU,8459,BLR,1:28.994,
0,PEN,2,,76,ZHAXYBAYEVMersaid,8623,KAZ,PEN,
1,1,1,,25,NurbergenZHUMAGAZIYEV,7349,KAZ,1:25.896,Q
1,2,4,,54,ColeKRUEGER,7762,USA,1:26.004,Q
1,3,3,,110,MarkPRINSEN,7936,NED,1:26.098,q
1,4,5,,170,MurrayCOCHRANE,7927,GBR,1:26.323,
1,5,2,,184,NIESCIERKarol,9126,POL,1:33.003,
2,1,1,,1,KNEGTSjinkie,7352,NED,1:26.948,Q
2,2,2,,163,MAXingguang,9169,CHN,1:27.187,Q
2,3,5,,58,RyosukeSAKAZUME,7542,JPN,1:27.622,q
2,4,4,,28,KeithCARROLL,8449,USA,1:27.674,
2,5,3,,183,MichalKLOSINSKI,9072,POL,1:31.555,
3,1,1,,161,AlexanderFATHOULLIN,8546,CAN,1:28.837,Q
3,2,5,,167,XUFu,8386,CHN,1:29.138,Q
3,3,3,,151,BLUNDENKeanu,8593,AUS,1:31.396,ADV
3,PEN,2,,145,KlaudioNASRI,8540,BUL,PEN,
3,PEN,4,,103,BillySIMMS,7926,GBR,PEN,
4,1,2,,177,PARKJiWon,8765,KOR,1:27.723,Q
4,2,3,,64,BYKANOVVladislav,6178,ISR,1:27.805,Q
4,3,1,,33,PierreBODA,7588,AUS,1:28.730,q
4,4,4,,189,DavutTAHTACI,8647,TUR,1:30.013,
5,2,1,,49,LEEJungSu,7266,KOR,1:26.868,Q
5,3,2,,178,DennisVISSER,8498,NED,1:26.959,q
5,4,3,,139,FabriceDUFBERGSUH,8642,SWE,1:27.369,
5,5,5,,156,EdinBRANKOVIC,7256,BIH,1:31.860,
6,1,1,,159,BLAISCedrik,8998,CAN,1:28.578,Q
6,2,5,,11,SEOYiRa,7940,KOR,1:28.748,Q
6,3,4,,80,VincentJEANNE,7890,FRA,1:29.086,q
6,4,3,,37,MaksimSIARHEYU,7771,BLR,1:29.664,
6,5,2,,123,DanielZETZSCHE,7436,GER,1:32.603,
7,1,1,,164,RENHaobo,9166,CHN,1:30.598,Q
7,2,3,,185,SHULGINOVAlexander,8752,RUS,1:30.683,Q
7,3,5,,26,DOTTITommaso,7604,ITA,1:30.791,
7,4,4,,89,DESMETStijn,8706,BEL,1:30.843,
7,5,2,,188,TunaySIMSEK,9010,TUR,notime,
8,1,1,,173,DanIWASA,8394,JPN,1:29.186,Q
8,2,5,,21,CONFORTOLAYuri,6561,ITA,1:29.398,Q
8,3,3,,124,AlexVARNYU,8337,HUN,1:29.945,q
8,4,2,,115,ZacharyBIGGS,8635,NZL,1:30.125,
8,DNS,4,,152,AlexBRYANT,8577,AUS,DNS,
9,1,3,,13,RobertoPUKITIS,7785,LAT,1:29.508,Q
9,2,1,,43,RuslanZAKHAROV,6935,RUS,1:29.697,Q
9,3,4,,40,GEORGIEVDimitar,8541,BUL,1:30.601,q
9,4,2,,179,EinarAGDESTEIN,8701,NOR,1:31.126,
10,1,4,,6,ShaolinSandorLIU,7928,HUN,1:31.927,Q
10,2,3,,96,JoshuaCHEETHAM,7925,GBR,1:32.349,Q
10,3,1,,127,ThibautMELINE,7599,FRA,1:32.495,
10,4,5,,155,VANHOORENRino,8721,BEL,1:32.606,
10,5,2,,180,BejaminWHITESIDE,8405,NZL,1:36.190,
