season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,1,1,2,,325,KOREA,9044,KOR,4:10.027,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,1,2,1,,316,ITALY,9039,ITA,4:10.188,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,1,3,3,,320,JAPAN,9047,JPN,4:10.494,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,1,4,4,,310,FRANCE,9042,FRA,4:22.467,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,2,2,4,,314,HUNGARY,9043,HUN,4:11.095,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,2,3,1,,336,RUSSIA,9046,RUS,4:13.406,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,2,4,3,,333,POLAND,9041,POL,4:26.925,
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,3,1,1,,330,NETHERLANDS,9040,NED,4:11.118,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,3,2,2,,305,CHINA,9048,CHN,4:11.647,Q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,3,3,3,,342,UNITEDSTATES,9045,USA,4:12.262,q
2019-2020,ISU World Cup 2019/20 - Shanghai (CHN),3000mRelay,w,Quarterfinals,3,4,4,,339,UKRAINE,9050,UKR,4:32.514,
