season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,1,1,4,,917,ITALY,7301,ITA,6:46.425,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,1,2,3,,914,GERMANY,7302,GER,6:47.582,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,1,3,1,,926,BULGARIA,7392,BUL,7:07.609,
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,1,4,2,,923,UKRAINE,7308,UKR,7:28.041,
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,2,1,4,,924,UNITEDSTATES,7306,USA,6:53.814,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,2,2,1,,915,GREATBRITAIN,7320,GBR,6:59.601,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,2,3,2,,925,AUSTRALIA,7305,AUS,7:13.237,
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,2,DQ,3,,927,POLAND,7326,POL,DQ,
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,3,2,1,,922,RUSSIA,7307,RUS,6:57.689,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,3,3,3,,916,HUNGARY,7324,HUN,7:07.152,
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,4,1,1,,912,CHINA,7303,CHN,6:52.000,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,4,2,3,,920,NETHERLANDS,7321,NED,6:52.002,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,4,3,2,,919,KAZAKHSTAN,7356,KAZ,7:04.312,q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,5,1,3,,911,CANADA,7309,CAN,6:50.899,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,5,2,1,,918,JAPAN,7310,JPN,6:52.200,Q
2009-2010,"ISU World Cup 2009/2010, USA, Marquette",5000mRelay,m,Heats,5,3,2,,913,FRANCE,7319,FRA,6:52.362,q
