season,competition,event,gender,round,race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,1,1,3,,,FRANCE,7319,FRA,7:04.304,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,1,2,1,,,UNITEDSTATES,7306,USA,7:13.630,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,1,3,4,,,GREATBRITAIN,7320,GBR,7:32.053,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,1,4,2,,,HUNGARY,7324,HUN,7:32.868,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,2,1,2,,,KOREA,7300,KOR,7:00.978,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,2,2,1,,,BELGIUM,7897,BEL,7:01.054,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,2,3,3,,,BULGARIA,7392,BUL,7:14.362,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,3,1,2,,,JAPAN,7304,JPN,6:57.287,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,3,2,3,,,NETHERLANDS,7321,NED,6:57.379,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,3,3,1,,,UKRAINE,7308,UKR,7:05.649,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,3,4,4,,,GERMANY,7302,GER,7:08.555,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,4,1,1,,,CANADA,7309,CAN,6:53.047,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,4,2,3,,,ITALY,7301,ITA,6:54.620,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,4,3,2,,,CHINA,7303,CHN,6:58.936,
2001-2002,2001 World Cup - Calgary,5000MRelay,m,Heats,4,4,4,,,AUSTRALIA,7305,AUS,7:06.346,
