season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,1,2,3,,825,TomIVESON,6898,GBR,1:29.087,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,1,3,4,,831,GaborGALAMBOS,6010,HUN,1:30.331,ADV
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,1,DQ,1,,845,SatoruTERAO,6320,JPN,DQ,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,2,1,2,,888,ViacheslavKURGINIAN,6934,RUS,1:29.134,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,2,2,1,,818,SebastianPRAUS,6364,GER,1:29.224,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,2,3,3,,848,FumihikoKAKUBARI,6024,JPN,1:29.320,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,2,4,4,,877,BlakeSKJELLERUP,6549,NZL,1:29.703,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,3,1,2,,803,Francois-LouisTREMBLAY,6704,CAN,1:30.961,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,3,2,3,,834,CONFORTOLAYuri,6561,ITA,1:31.137,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,3,3,1,,887,KIMYong-Sung,7264,KOR,1:31.276,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,3,4,4,,893,SemenELISTRATOV,7293,RUS,1:31.634,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,4,1,3,,799,HAMELINCharles,6610,CAN,1:27.381,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,4,2,1,,798,PieterGYSEL,6425,BEL,1:27.442,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,4,3,2,,833,NicolasBEAN,7541,ITA,1:27.532,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,4,4,4,,808,SONGWeilong,7156,CHN,1:27.574,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,5,1,3,,806,LIYe,6655,CHN,1:29.691,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,5,2,2,,871,KNEGTSjinkie,7352,NED,1:29.786,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,5,3,1,,333,J.R.CELSKI,7279,USA,1:30.002,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,5,4,4,,792,LachlanHAY,6845,AUS,1:30.094,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,6,1,4,,819,PaulHERRMANN,6803,GER,1:30.283,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,6,2,1,,331,ApoloAntonOHNO,6497,USA,1:30.374,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,6,3,2,,809,HANJialiang,6168,CHN,1:30.476,ADV
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,6,4,3,,846,TakahiroFUJIMOTO,6277,JPN,1:53.917,ADV
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,7,1,3,,884,LEEHo-Suk,6856,KOR,1:26.917,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,7,3,4,,336,AnthonyLOBELLO,6958,USA,1:27.667,Q
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,7,4,2,,827,AnthonyDOUGLAS,6301,GBR,1:29.492,
2008-2009,"Samsung ISU World Cup 2008/2009, CHN, Beijing",1000m,m,Heats,7,DQ,1,,857,HaraldsSILOVS,6458,LAT,DQ,
