race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,120,YUJiyang,8435,CHN,41.775,Q
0,2,2,,110,CharleCOURNOYER,8063,CAN,41.877,Q
0,3,3,,131,PaulSTANLEY,7054,GBR,41.900,
0,4,4,,169,ChristiaanBOKKERINK,7611,NED,42.558,
1,1,1,,165,LEEHan-Bin,7444,KOR,42.662,Q
1,2,3,,119,WANGXingchun,8470,CHN,42.674,Q
1,3,2,,154,DaisukeUEMURA,6118,JPN,42.761,
1,4,4,,102,ArmstrongLAZENBY,7968,AUS,43.300,
2,1,4,,162,KIMByeongJun,7287,KOR,41.703,Q
2,2,1,,109,GuillaumeBASTILLE,6166,CAN,41.752,Q
2,3,2,,168,RobertoPUKITIS,7785,LAT,41.827,q
2,4,3,,193,SerhiyLIFYRENKO,6826,UKR,42.659,
2,5,5,,140,PeterDARAZS,6465,HUN,1:13.150,
3,1,1,,129,JonELEY,6592,GBR,41.850,Q
3,2,4,,111,VincentCOURNOYER,7432,CAN,41.931,Q
3,3,2,,141,ViktorKNOCH,6177,HUN,41.966,
3,4,3,,170,BREEUWSMADaan,7218,NED,42.021,
4,1,1,,117,WUDajing,7729,CHN,41.510,Q
4,2,2,,130,RichardSHOEBRIDGE,7825,GBR,42.047,Q
4,3,3,,161,NurbergenZHUMAGAZIYEV,7349,KAZ,42.960,
4,4,4,,135,JonasKAUFMANN-LUDWIG,7732,GER,43.112,
4,5,5,,127,JeremyMASSON,6173,FRA,44.762,
5,1,4,,180,EvgeniiKOZULIN,7272,RUS,42.131,Q
5,2,1,,171,NielsKERSTHOLT,7067,NED,42.258,Q
5,3,3,,167,SINdaWoon,8035,KOR,42.286,
5,4,2,,158,AydarBEKZHANOV,7623,KAZ,42.745,
