season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
1996-1997,1997 World Championships,1500M,w,SemiFinals,1,1,1,,,WONHye-Kyung,6759,KOR,2:39.535,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,1,2,2,,,YANGAYang,6649,CHN,2:39.624,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,1,3,4,,,MarinellaCANCLINI,6327,ITA,2:39.744,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,1,4,3,,,IsabelleCHAREST,6700,CAN,2:40.027,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,1,5,5,,,YvonneKUNZE,6363,GER,2:40.366,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,2,1,1,,,KIMYun-Mi,6480,KOR,2:37.780,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,2,2,4,,,YANGsYang,6651,CHN,2:37.869,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,2,3,2,,,ChikageTANAKA,6314,JPN,2:37.920,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,2,4,5,,,DebbiePALMER,6638,GBR,2:42.265,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,2,5,3,,,ErinPORTER,6532,USA,3:38.854,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,3,1,2,,,CHUNLee-Kyung,6869,KOR,2:30.335,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,3,2,3,,,IkueTESHIGAWARA,6315,JPN,2:30.780,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,3,3,5,,,WANGChunlu,6648,CHN,2:30.939,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,3,4,1,,,LAMBERTNathalie,6014,CAN,2:30.972,,
1996-1997,1997 World Championships,1500M,w,SemiFinals,3,5,4,,,EllenWIEGERS,6555,NED,2:31.188,,
